review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,stress_variant,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,reviewer_decision,reviewer_notes
review_user_0096_habit_02_code_risks_first_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_8651047b09e0a69e,user_0096_habit_02_code_risks_first_p01_boundary__balanced_v03__unseen_paraphrase,user_0096,test,boundary,coding_review,unseen_paraphrase,Create a beginner-friendly onboarding explanation of a software design concept.,"[{""choice_id"": ""A"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""B"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""C"", ""text"": ""Teach the concept patiently; do not use a terse risk-first review.""}, {""choice_id"": ""D"", ""text"": ""Start with general praise and broad refactoring suggestions.""}]",C,do_not_apply_out_of_scope,"[{""session_id"": ""user_0096_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0096_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Can you look at this patch? I mainly need the risks and the smallest fix."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0096_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Can you look at this patch? I mainly need the risks and the smallest fix."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0096_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}]",pass,,
review_user_0097_habit_01_business_travel_early_buffer_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_98388f8e9b775930,user_0097_habit_01_business_travel_early_buffer_p02_exception__balanced_v03__unseen_paraphrase,user_0097,test,exception,planning_defaults,unseen_paraphrase,"Plan a flexible day off while traveling, with no appointment constraint.","[{""choice_id"": ""A"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Ask about leisure priorities; do not assume early flights.""}, {""choice_id"": ""D"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}]",C,apply_exception,"[{""session_id"": ""user_0097_s0026"", ""session_index"": 26, ""signal_type"": ""exception"", ""domain"": ""travel"", ""user"": ""Plan a flexible vacation day with no fixed appointment."", ""assistant"": ""Ask about leisure priorities; do not assume early flights.""}]",pass,,
review_user_0097_habit_02_weekday_family_vegetarian_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_74fcf15a09ae31c0,user_0097_habit_02_weekday_family_vegetarian_p00_direct_use__balanced_v03__unseen_paraphrase,user_0097,test,direct_use,content_constraints,unseen_paraphrase,Pick the default meal plan for a normal school-night family dinner.,"[{""choice_id"": ""A"", ""text"": ""Do not assume vegetarian-only unless the user says so.""}, {""choice_id"": ""B"", ""text"": ""Suggest vegetarian weekday family meals.""}, {""choice_id"": ""C"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""D"", ""text"": ""Ask for clarification despite enough prior evidence.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0097_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Need weekday meals the kids will actually eat."", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0097_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Can you make a grocery list for Wednesday dinner?"", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0097_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Can you make a grocery list for Wednesday dinner?"", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0097_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Plan a quick Tuesday dinner for the family."", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}]",pass,,
review_user_0097_habit_02_weekday_family_vegetarian_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_54f83fc1c696efe5,user_0097_habit_02_weekday_family_vegetarian_p02_exception__balanced_v03__unseen_paraphrase,user_0097,test,exception,content_constraints,unseen_paraphrase,Plan food for a special occasion where the usual weeknight home routine may not hold.,"[{""choice_id"": ""A"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Suggest vegetarian weekday family meals.""}, {""choice_id"": ""D"", ""text"": ""Offer flexible options and ask whether the usual weekday constraint applies.""}]",D,apply_exception,"[{""session_id"": ""user_0097_s0050"", ""session_index"": 50, ""signal_type"": ""exception"", ""domain"": ""food"", ""user"": ""Plan a birthday dinner during travel where the usual home routine may not apply."", ""assistant"": ""Offer flexible options and ask whether the usual weekday constraint applies.""}]",pass,,
review_user_0100_habit_00_style_three_bullets_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_ae03d5fdc18ba239,user_0100_habit_00_style_three_bullets_p02_exception__balanced_v03__unseen_paraphrase,user_0100,dev,exception,format_style,unseen_paraphrase,"Draft a narrative root-cause explanation for a delayed roadmap, prioritizing depth over skim speed.","[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""C"", ""text"": ""Provide a longer structured answer because this is a deep-dive request.""}, {""choice_id"": ""D"", ""text"": ""Give a long-form explanation with background paragraphs.""}]",C,apply_exception,"[{""session_id"": ""user_0100_s0047"", ""session_index"": 47, ""signal_type"": ""exception"", ""domain"": ""work"", ""user"": ""Write a deep-dive narrative explaining why the roadmap slipped this quarter."", ""assistant"": ""Provide a longer structured answer because this is a deep-dive request.""}]",pass,,
review_user_0100_habit_01_monday_meeting_decisions_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_452219e94dfbd524,user_0100_habit_01_monday_meeting_decisions_p00_direct_use__balanced_v03__unseen_paraphrase,user_0100,dev,direct_use,meeting_prep,unseen_paraphrase,Shape raw notes for the user's recurring first-meeting-of-the-week team sync.,"[{""choice_id"": ""A"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""B"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""C"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""D"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0100_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0100_s0017"", ""session_index"": 17, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0100_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0100_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""I need the usual Monday meeting shape from these notes."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
review_user_0100_habit_02_budget_drift_from_low_to_quality_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_7e9c93bded0a6c5e,user_0100_habit_02_budget_drift_from_low_to_quality_p01_boundary__balanced_v03__unseen_paraphrase,user_0100,dev,boundary,drift_seasonality,unseen_paraphrase,Choose disposable supplies for a one-time workshop setup.,"[{""choice_id"": ""A"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""B"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""C"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""D"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}]",D,do_not_apply_out_of_scope,"[{""session_id"": ""user_0100_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""I care most about low cost for this work gear."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0100_s0026"", ""session_index"": 26, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""I care most about low cost for this work gear."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0100_s0030"", ""session_index"": 30, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0100_s0048"", ""session_index"": 48, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""The cheap equipment broke again; pick something durable this time."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0101_habit_00_code_risks_first_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_6f399886b59469a3,user_0101_habit_00_code_risks_first_p00_direct_use__balanced_v03__unseen_paraphrase,user_0101,dev,direct_use,coding_review,unseen_paraphrase,Inspect this change set for a PR handoff using the user's usual review ordering.,"[{""choice_id"": ""A"", ""text"": ""Start with general praise and broad refactoring suggestions.""}, {""choice_id"": ""B"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""C"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""D"", ""text"": ""Teach the concept patiently; do not use a terse risk-first review.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0101_s0026"", ""session_index"": 26, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0101_s0033"", ""session_index"": 33, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0101_s0038"", ""session_index"": 38, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Can you look at this patch? I mainly need the risks and the smallest fix."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0101_s0042"", ""session_index"": 42, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Review this change and tell me what could break first."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}]",pass,,
review_user_0102_habit_01_confirm_before_commit_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_cb1954b4da2b6bc8,user_0102_habit_01_confirm_before_commit_p02_exception__balanced_v03__unseen_paraphrase,user_0102,test,exception,risk_threshold,unseen_paraphrase,"Prepare an email draft for approval, stopping short of sending it.","[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""C"", ""text"": ""Return the comparison or draft; do not ask for confirmation yet.""}, {""choice_id"": ""D"", ""text"": ""Proceed as if the agent may execute the booking, submission, deletion, or send action.""}]",C,apply_exception,"[{""session_id"": ""user_0102_s0038"", ""session_index"": 38, ""signal_type"": ""exception"", ""domain"": ""commitment"", ""user"": ""Draft an email but do not send it."", ""assistant"": ""Return the comparison or draft; do not ask for confirmation yet.""}]",pass,,
review_user_0107_habit_01_weekday_family_vegetarian_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_0deeb8bfa13fe62b,user_0107_habit_01_weekday_family_vegetarian_p02_exception__balanced_v03__unseen_paraphrase,user_0107,test,exception,content_constraints,unseen_paraphrase,Plan food for a special occasion where the usual weeknight home routine may not hold.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Offer flexible options and ask whether the usual weekday constraint applies.""}, {""choice_id"": ""C"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""D"", ""text"": ""Suggest vegetarian weekday family meals.""}]",B,apply_exception,"[{""session_id"": ""user_0107_s0051"", ""session_index"": 51, ""signal_type"": ""exception"", ""domain"": ""food"", ""user"": ""Plan a birthday dinner during travel where the usual home routine may not apply."", ""assistant"": ""Offer flexible options and ask whether the usual weekday constraint applies.""}]",pass,,
review_user_0107_habit_02_style_three_bullets_p01_boundary__balanced_v03,balanced_v03_probe_6f408982aa32e2e6,user_0107_habit_02_style_three_bullets_p01_boundary__balanced_v03,user_0107,test,boundary,format_style,original_balanced,I am exploring campaign ideas and want a playful brainstorm with lots of angles.,"[{""choice_id"": ""A"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""B"", ""text"": ""Use a richer exploratory response; do not force three bullets.""}, {""choice_id"": ""C"", ""text"": ""Give a long-form explanation with background paragraphs.""}, {""choice_id"": ""D"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}]",B,do_not_apply_out_of_scope,"[{""session_id"": ""user_0107_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you turn this project update into something I can scan before standup?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0107_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you turn this project update into something I can scan before standup?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0107_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0107_s0034"", ""session_index"": 34, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}]",pass,,
review_user_0107_habit_02_style_three_bullets_p02_exception__balanced_v03,balanced_v03_probe_b6d073cac9783ed4,user_0107_habit_02_style_three_bullets_p02_exception__balanced_v03,user_0107,test,exception,format_style,original_balanced,Write a deep-dive narrative explaining why the roadmap slipped this quarter.,"[{""choice_id"": ""A"", ""text"": ""Provide a longer structured answer because this is a deep-dive request.""}, {""choice_id"": ""B"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""C"", ""text"": ""Give a long-form explanation with background paragraphs.""}, {""choice_id"": ""D"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}]",A,apply_exception,"[{""session_id"": ""user_0107_s0053"", ""session_index"": 53, ""signal_type"": ""exception"", ""domain"": ""work"", ""user"": ""Write a deep-dive narrative explaining why the roadmap slipped this quarter."", ""assistant"": ""Provide a longer structured answer because this is a deep-dive request.""}]",pass,,
review_user_0108_habit_03_budget_drift_from_low_to_quality_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_58df0410ba02ffc7,user_0108_habit_03_budget_drift_from_low_to_quality_p02_exception__balanced_v03__unseen_paraphrase,user_0108,test,exception,drift_seasonality,unseen_paraphrase,Pick temporary supplies where long-term durability does not matter.,"[{""choice_id"": ""A"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""B"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""C"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""D"", ""text"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}]",D,apply_exception,"[{""session_id"": ""user_0108_s0040"", ""session_index"": 40, ""signal_type"": ""exception"", ""domain"": ""equipment"", ""user"": ""Pick disposable supplies for a one-time event."", ""assistant"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}]",pass,,
review_user_0108_habit_03_budget_drift_from_low_to_quality_p04_drift__balanced_v03__unseen_paraphrase,balanced_v03_probe_3283f27281b97f61,user_0108_habit_03_budget_drift_from_low_to_quality_p04_drift__balanced_v03__unseen_paraphrase,user_0108,test,drift,drift_seasonality,unseen_paraphrase,"Given the user's latest work-gear feedback, choose the current default purchase style.","[{""choice_id"": ""A"", ""text"": ""Ask the user to restate all old preferences from scratch.""}, {""choice_id"": ""B"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""C"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""D"", ""text"": ""The budget option is the best fit if price is the priority.""}]",B,use_latest_sustained_evidence,"[{""session_id"": ""user_0108_s0044"", ""session_index"": 44, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0108_s0047"", ""session_index"": 47, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""The cheap equipment broke again; pick something durable this time."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0108_s0052"", ""session_index"": 52, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0108_s0057"", ""session_index"": 57, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""The cheap equipment broke again; pick something durable this time."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0109_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03,balanced_v03_probe_fd82989c55de5c2a,user_0109_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03,user_0109,stress,direct_use,drift_seasonality,original_balanced,Recommend default work equipment after the user's recent purchasing pattern changed.,"[{""choice_id"": ""A"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""B"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""C"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}]",A,apply_scoped_habit,"[{""session_id"": ""user_0109_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Find a budget equipment option that gets the job done."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0109_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0109_s0038"", ""session_index"": 38, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0109_s0046"", ""session_index"": 46, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0109_habit_03_confirm_before_commit_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_39c1e65f2cf491fb,user_0109_habit_03_confirm_before_commit_p00_direct_use__balanced_v03__unseen_paraphrase,user_0109,stress,direct_use,risk_threshold,unseen_paraphrase,"Handle a task that could commit the user's booking, submission, deletion, or outgoing message after comparing choices.","[{""choice_id"": ""A"", ""text"": ""Provide the draft/recommendation without unnecessary confirmation friction.""}, {""choice_id"": ""B"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""C"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""D"", ""text"": ""Proceed as if the agent may execute the booking, submission, deletion, or send action.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0109_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0109_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Compare these appointment slots, but do not book anything without checking with me."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0109_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0109_s0017"", ""session_index"": 17, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}]",pass,,
review_user_0112_habit_03_style_three_bullets_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_6526ea8c0ec9fa73,user_0112_habit_03_style_three_bullets_p00_direct_use__explicit_retrieval__balanced_v03,user_0112,test,explicit_retrieval,format_style,original_balanced,"What recurring preference has the user explicitly reinforced for work status updates, planning notes, and operational summaries?","[{""choice_id"": ""A"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""B"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""C"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""D"", ""text"": ""Use an out-of-scope behavior from a different context.""}]",C,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0112_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0112_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0112_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you turn this project update into something I can scan before standup?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0112_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}]",pass,,
review_user_0115_habit_01_sensitive_one_off_no_memory_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_3fffb0e442b4d208,user_0115_habit_01_sensitive_one_off_no_memory_p00_direct_use__explicit_retrieval__balanced_v03,user_0115,test,explicit_retrieval,privacy_consent,original_balanced,"What recurring preference has the user explicitly reinforced for sensitive health, finance, identity, or family facts mentioned once?","[{""choice_id"": ""A"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""B"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""C"", ""text"": ""Do not store or use the sensitive inferred trait unless explicitly asked to remember it.""}, {""choice_id"": ""D"", ""text"": ""Use an out-of-scope behavior from a different context.""}]",C,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0115_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0115_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""For this one message, help me phrase a note about a medical appointment."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0115_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0115_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}]",pass,,
review_user_0116_habit_02_fresh_sources_for_stakes_p00_direct_use__balanced_v03,balanced_v03_probe_ea4582272e82e6e0,user_0116_habit_02_fresh_sources_for_stakes_p00_direct_use__balanced_v03,user_0116,test,direct_use,tool_action,original_balanced,Answer a current regulatory question for the user.,"[{""choice_id"": ""A"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""B"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""C"", ""text"": ""Explain normally; a freshness check is optional.""}, {""choice_id"": ""D"", ""text"": ""Answer from memory without noting freshness.""}]",A,apply_scoped_habit,"[{""session_id"": ""user_0116_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0116_s0021"", ""session_index"": 21, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Can you check whether this regulation changed recently before summarizing?"", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0116_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0116_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
