review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,stress_variant,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,reviewer_decision,reviewer_notes
review_user_0124_habit_00_business_travel_early_buffer_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_69df036cbb0cb9dd,user_0124_habit_00_business_travel_early_buffer_p00_direct_use__balanced_v03__unseen_paraphrase,user_0124,test,direct_use,planning_defaults,unseen_paraphrase,Choose the default outbound itinerary for a time-sensitive client visit.,"[{""choice_id"": ""A"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""B"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""C"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""D"", ""text"": ""Optimize for comfort and preference discovery instead of early business timing.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0124_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""For this work trip, choose timing that keeps the morning predictable."", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}]",pass,,
review_user_0124_habit_00_business_travel_early_buffer_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_7e50aea9020a0707,user_0124_habit_00_business_travel_early_buffer_p00_direct_use__explicit_retrieval__balanced_v03,user_0124,test,explicit_retrieval,planning_defaults,original_balanced,What recurring preference has the user explicitly reinforced for business travel planning and meeting travel?,"[{""choice_id"": ""A"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""B"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""C"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""D"", ""text"": ""Use an out-of-scope behavior from a different context.""}]",C,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0124_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""For this work trip, choose timing that keeps the morning predictable."", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}]",pass,,
review_user_0124_habit_00_business_travel_early_buffer_p01_boundary__balanced_v03,balanced_v03_probe_eed78672177f00ee,user_0124_habit_00_business_travel_early_buffer_p01_boundary__balanced_v03,user_0124,test,boundary,planning_defaults,original_balanced,Plan a relaxed weekend trip where the user can sleep in and wander.,"[{""choice_id"": ""A"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""B"", ""text"": ""Optimize for comfort and preference discovery instead of early business timing.""}, {""choice_id"": ""C"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""D"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}]",B,do_not_apply_out_of_scope,"[{""session_id"": ""user_0124_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""For this work trip, choose timing that keeps the morning predictable."", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}]",pass,,
review_user_0124_habit_00_business_travel_early_buffer_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_7a8bc3ad4eda2179,user_0124_habit_00_business_travel_early_buffer_p01_boundary__balanced_v03__unseen_paraphrase,user_0124,test,boundary,planning_defaults,unseen_paraphrase,Plan a slow-paced personal getaway where there is no meeting clock to protect.,"[{""choice_id"": ""A"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""B"", ""text"": ""Optimize for comfort and preference discovery instead of early business timing.""}, {""choice_id"": ""C"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""D"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}]",B,do_not_apply_out_of_scope,"[{""session_id"": ""user_0124_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""For this work trip, choose timing that keeps the morning predictable."", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0124_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}]",pass,,
review_user_0124_habit_00_business_travel_early_buffer_p02_exception__balanced_v03,balanced_v03_probe_39f425fdb2d96be7,user_0124_habit_00_business_travel_early_buffer_p02_exception__balanced_v03,user_0124,test,exception,planning_defaults,original_balanced,Plan a flexible vacation day with no fixed appointment.,"[{""choice_id"": ""A"", ""text"": ""Ask about leisure priorities; do not assume early flights.""}, {""choice_id"": ""B"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""C"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""D"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}]",A,apply_exception,"[{""session_id"": ""user_0124_s0038"", ""session_index"": 38, ""signal_type"": ""exception"", ""domain"": ""travel"", ""user"": ""Plan a flexible vacation day with no fixed appointment."", ""assistant"": ""Ask about leisure priorities; do not assume early flights.""}]",pass,,
review_user_0124_habit_00_business_travel_early_buffer_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_b45c4aee5831b22e,user_0124_habit_00_business_travel_early_buffer_p02_exception__balanced_v03__unseen_paraphrase,user_0124,test,exception,planning_defaults,unseen_paraphrase,"Plan a flexible day off while traveling, with no appointment constraint.","[{""choice_id"": ""A"", ""text"": ""Ask about leisure priorities; do not assume early flights.""}, {""choice_id"": ""B"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""C"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""D"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}]",A,apply_exception,"[{""session_id"": ""user_0124_s0038"", ""session_index"": 38, ""signal_type"": ""exception"", ""domain"": ""travel"", ""user"": ""Plan a flexible vacation day with no fixed appointment."", ""assistant"": ""Ask about leisure priorities; do not assume early flights.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03,balanced_v03_probe_6266de647806085f,user_0125_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03,user_0125,test,direct_use,drift_seasonality,original_balanced,Recommend default work equipment after the user's recent purchasing pattern changed.,"[{""choice_id"": ""A"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""B"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""C"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}]",A,apply_scoped_habit,"[{""session_id"": ""user_0125_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_f82f9991e740af43,user_0125_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03__unseen_paraphrase,user_0125,test,direct_use,drift_seasonality,unseen_paraphrase,Recommend work equipment after the user's recent pattern shifted away from cheapest-possible picks.,"[{""choice_id"": ""A"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""B"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""C"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}]",A,apply_scoped_habit,"[{""session_id"": ""user_0125_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_b6233cf977ea3087,user_0125_habit_00_budget_drift_from_low_to_quality_p00_direct_use__explicit_retrieval__balanced_v03,user_0125,test,explicit_retrieval,drift_seasonality,original_balanced,What recurring preference has the user explicitly reinforced for work equipment and durable gear recommendations?,"[{""choice_id"": ""A"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""B"", ""text"": ""Use an out-of-scope behavior from a different context.""}, {""choice_id"": ""C"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""D"", ""text"": ""Use a rare exception as the default.""}]",A,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0125_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p01_boundary__balanced_v03,balanced_v03_probe_ae41847fdd2b3c14,user_0125_habit_00_budget_drift_from_low_to_quality_p01_boundary__balanced_v03,user_0125,test,boundary,drift_seasonality,original_balanced,Choose a disposable item for a one-off workshop.,"[{""choice_id"": ""A"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""B"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""C"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""D"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}]",B,do_not_apply_out_of_scope,"[{""session_id"": ""user_0125_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_f926c74466722320,user_0125_habit_00_budget_drift_from_low_to_quality_p01_boundary__balanced_v03__unseen_paraphrase,user_0125,test,boundary,drift_seasonality,unseen_paraphrase,Choose disposable supplies for a one-time workshop setup.,"[{""choice_id"": ""A"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""B"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""C"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""D"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}]",B,do_not_apply_out_of_scope,"[{""session_id"": ""user_0125_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0125_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03,balanced_v03_probe_86fc6d4202237212,user_0125_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03,user_0125,test,exception,drift_seasonality,original_balanced,Pick disposable supplies for a one-time event.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}, {""choice_id"": ""C"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""D"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}]",B,apply_exception,"[{""session_id"": ""user_0125_s0025"", ""session_index"": 25, ""signal_type"": ""exception"", ""domain"": ""equipment"", ""user"": ""Pick disposable supplies for a one-time event."", ""assistant"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_d9600560c3f6382a,user_0125_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03__unseen_paraphrase,user_0125,test,exception,drift_seasonality,unseen_paraphrase,Pick temporary supplies where long-term durability does not matter.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}, {""choice_id"": ""C"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""D"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}]",B,apply_exception,"[{""session_id"": ""user_0125_s0025"", ""session_index"": 25, ""signal_type"": ""exception"", ""domain"": ""equipment"", ""user"": ""Pick disposable supplies for a one-time event."", ""assistant"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p04_drift__balanced_v03,balanced_v03_probe_c83b8cd52cd13ccc,user_0125_habit_00_budget_drift_from_low_to_quality_p04_drift__balanced_v03,user_0125,test,drift,drift_seasonality,original_balanced,Recommend default work equipment after the user's recent purchasing pattern changed.,"[{""choice_id"": ""A"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""B"", ""text"": ""Ask the user to restate all old preferences from scratch.""}, {""choice_id"": ""C"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""D"", ""text"": ""The budget option is the best fit if price is the priority.""}]",A,use_latest_sustained_evidence,"[{""session_id"": ""user_0125_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0125_s0051"", ""session_index"": 51, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""The cheap equipment broke again; pick something durable this time."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0125_s0053"", ""session_index"": 53, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0125_s0057"", ""session_index"": 57, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0125_habit_00_budget_drift_from_low_to_quality_p04_drift__balanced_v03__unseen_paraphrase,balanced_v03_probe_24aa7ea60cbf61ed,user_0125_habit_00_budget_drift_from_low_to_quality_p04_drift__balanced_v03__unseen_paraphrase,user_0125,test,drift,drift_seasonality,unseen_paraphrase,"Given the user's latest work-gear feedback, choose the current default purchase style.","[{""choice_id"": ""A"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""B"", ""text"": ""Ask the user to restate all old preferences from scratch.""}, {""choice_id"": ""C"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""D"", ""text"": ""The budget option is the best fit if price is the priority.""}]",A,use_latest_sustained_evidence,"[{""session_id"": ""user_0125_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0125_s0051"", ""session_index"": 51, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""The cheap equipment broke again; pick something durable this time."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0125_s0053"", ""session_index"": 53, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0125_s0057"", ""session_index"": 57, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0126_habit_00_style_three_bullets_p00_direct_use__balanced_v03,balanced_v03_probe_de43fded6f3f88c1,user_0126_habit_00_style_three_bullets_p00_direct_use__balanced_v03,user_0126,test,direct_use,format_style,original_balanced,Prepare a status update for a work sync using the user's established style.,"[{""choice_id"": ""A"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""B"", ""text"": ""Give a long-form explanation with background paragraphs.""}, {""choice_id"": ""C"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""D"", ""text"": ""Use a richer exploratory response; do not force three bullets.""}]",A,apply_scoped_habit,"[{""session_id"": ""user_0126_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}]",pass,,
review_user_0126_habit_00_style_three_bullets_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_1438c879f7084fed,user_0126_habit_00_style_three_bullets_p00_direct_use__balanced_v03__unseen_paraphrase,user_0126,test,direct_use,format_style,unseen_paraphrase,Turn this operational update into the compact work-sync format the user normally prefers.,"[{""choice_id"": ""A"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""B"", ""text"": ""Give a long-form explanation with background paragraphs.""}, {""choice_id"": ""C"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""D"", ""text"": ""Use a richer exploratory response; do not force three bullets.""}]",A,apply_scoped_habit,"[{""session_id"": ""user_0126_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}]",pass,,
review_user_0126_habit_00_style_three_bullets_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_10d3d0e2468ce4b3,user_0126_habit_00_style_three_bullets_p00_direct_use__explicit_retrieval__balanced_v03,user_0126,test,explicit_retrieval,format_style,original_balanced,"What recurring preference has the user explicitly reinforced for work status updates, planning notes, and operational summaries?","[{""choice_id"": ""A"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""B"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""C"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""D"", ""text"": ""Use an out-of-scope behavior from a different context.""}]",C,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0126_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0126_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}]",pass,,
