probe_id,private_probe_id,user_id,probe_type,choice_id,is_gold,marker_hits,negative_hits,text
taskmaster_planning_v02_probe_58aa8e57a0a83d9d,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p01_boundary,tm2_planning_v02_user_0006,boundary,A,False,,,"Pick a larger room at a less convenient hotel to add comfort, even if it costs more and the location is worse."
taskmaster_planning_v02_probe_58aa8e57a0a83d9d,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p01_boundary,tm2_planning_v02_user_0006,boundary,B,True,,,"Book the $165 prepaid nonrefundable hotel because the trip is solo, fixed-date, and unlikely to change."
taskmaster_planning_v02_probe_58aa8e57a0a83d9d,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p01_boundary,tm2_planning_v02_user_0006,boundary,C,False,,,Choose the $205 refundable hotel because cancellation flexibility should outweigh savings whenever possible.
taskmaster_planning_v02_probe_58aa8e57a0a83d9d,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p01_boundary,tm2_planning_v02_user_0006,boundary,D,False,though;even_though,though,"Book the refundable hotel for now and keep searching, even though the current options are already equivalent in location and quality."
taskmaster_planning_v02_probe_b15731f9799c6b6f,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p02_exception,tm2_planning_v02_user_0006,exception,A,False,,,Book the $810 total fully flexible rate with free date changes because it offers the most protection.
taskmaster_planning_v02_probe_b15731f9799c6b6f,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p02_exception,tm2_planning_v02_user_0006,exception,B,False,,,Book the $745 total refundable rate because family trips can be unpredictable even when it costs more.
taskmaster_planning_v02_probe_b15731f9799c6b6f,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p02_exception,tm2_planning_v02_user_0006,exception,C,False,,,Book the $700 total pay-later rate because it balances some flexibility with a moderate price increase.
taskmaster_planning_v02_probe_b15731f9799c6b6f,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p02_exception,tm2_planning_v02_user_0006,exception,D,True,,,"Book the $620 total prepaid, nonrefundable rate because it is the lowest-cost option and the trip details are locked."
taskmaster_planning_v02_probe_4e60dddb0bcc7993,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p03_explicit_retrieval,tm2_planning_v02_user_0006,explicit_retrieval,A,True,,,"For trips with children or multiple relatives, choose refundable or flexible cancellation/change options even when cheaper prepaid options are available."
taskmaster_planning_v02_probe_4e60dddb0bcc7993,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p03_explicit_retrieval,tm2_planning_v02_user_0006,explicit_retrieval,B,False,,,"For family trips, always choose the lowest prepaid hotel or fare to keep costs down, even if cancellation terms are restrictive."
taskmaster_planning_v02_probe_4e60dddb0bcc7993,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p03_explicit_retrieval,tm2_planning_v02_user_0006,explicit_retrieval,C,False,rather_than,,"Pay extra mainly for premium amenities such as larger rooms, resort facilities, or upgraded seating, rather than for flexibility."
taskmaster_planning_v02_probe_4e60dddb0bcc7993,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p03_explicit_retrieval,tm2_planning_v02_user_0006,explicit_retrieval,D,False,,,"Prioritize nonstop flights and central locations above cancellation terms for all trips, regardless of who is traveling."
taskmaster_planning_v02_probe_d69e07f0613bacf9,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p00_direct_use,tm2_planning_v02_user_0007,direct_use,A,False,but,farther;but,"Take the late nonstop Tuesday morning to save on hotel cost Monday night, but arrive only 70 minutes before the client meeting and use a farther airport-area hotel."
taskmaster_planning_v02_probe_d69e07f0613bacf9,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p00_direct_use,tm2_planning_v02_user_0007,direct_use,B,False,but,but,"Book the cheapest basic-economy fare with a connection each way, saving about $140, but with last-group boarding and only a personal item clearly included."
taskmaster_planning_v02_probe_d69e07f0613bacf9,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p00_direct_use,tm2_planning_v02_user_0007,direct_use,C,False,but,but,"Use the lower-priced regional-jet connection that arrives 50 minutes earlier, but the aircraft commonly requires roller bags to be gate-checked."
taskmaster_planning_v02_probe_d69e07f0613bacf9,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p00_direct_use,tm2_planning_v02_user_0007,direct_use,D,True,,,"Take the nonstop main-cabin flights both ways, pay about $85 more, and choose an aisle seat with standard overhead-bin access; stay at the hotel two blocks from the client office."
taskmaster_planning_v02_probe_f52b5678234166c7,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p01_boundary,tm2_planning_v02_user_0007,boundary,A,False,,,Book the cheapest basic-economy fare and limit packing to a small roller so the traveler can avoid the baggage counter entirely.
taskmaster_planning_v02_probe_f52b5678234166c7,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p01_boundary,tm2_planning_v02_user_0007,boundary,B,False,,uncertain,"Recommend shipping all work materials separately and booking a personal-item-only fare, even if delivery timing is uncertain."
taskmaster_planning_v02_probe_f52b5678234166c7,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p01_boundary,tm2_planning_v02_user_0007,boundary,C,False,,,Pick a short layover on a budget carrier and try to fit the banner and samples into overhead-bin space to save time on arrival.
taskmaster_planning_v02_probe_f52b5678234166c7,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p01_boundary,tm2_planning_v02_user_0007,boundary,D,True,,,"Choose a nonstop or low-connection flight on an airline fare that includes a checked bag, prepay any oversized-item fee if needed, and arrange ground transport with room for the booth materials."
taskmaster_planning_v02_probe_bdf3fb6e637ce47f,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p02_exception,tm2_planning_v02_user_0007,exception,A,False,,does not,"Book a carry-on-only fare and plan to gate-check the case and tripod at boarding if needed, so the schedule does not have to include baggage-claim time."
taskmaster_planning_v02_probe_bdf3fb6e637ce47f,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p02_exception,tm2_planning_v02_user_0007,exception,B,False,,tight,"Choose a lower-priced one-stop itinerary that allows checked baggage, accepting a tight connection to keep the fare down."
taskmaster_planning_v02_probe_bdf3fb6e637ce47f,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p02_exception,tm2_planning_v02_user_0007,exception,C,False,,,Book the cheapest basic-economy nonstop and wait until airport check-in to add whatever checked baggage the equipment requires.
taskmaster_planning_v02_probe_bdf3fb6e637ce47f,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p02_exception,tm2_planning_v02_user_0007,exception,D,True,,,"Book a nonstop standard-economy-or-better fare with enough checked-bag allowance for the case and tripod, confirm any size rules, and build in time for bag drop and baggage claim."
taskmaster_planning_v02_probe_c2054da0768a2041,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p03_explicit_retrieval,tm2_planning_v02_user_0007,explicit_retrieval,A,False,,,"Choose the cheapest fare available, even if it involves connections or stricter luggage limits."
taskmaster_planning_v02_probe_c2054da0768a2041,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p03_explicit_retrieval,tm2_planning_v02_user_0007,explicit_retrieval,B,False,,,Book airport hotels whenever possible to reduce ground-transport time.
taskmaster_planning_v02_probe_c2054da0768a2041,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p03_explicit_retrieval,tm2_planning_v02_user_0007,explicit_retrieval,C,False,,risk;miss,Select longer layovers so there is less risk of missing a connection.
taskmaster_planning_v02_probe_c2054da0768a2041,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p03_explicit_retrieval,tm2_planning_v02_user_0007,explicit_retrieval,D,True,,,Prefer flights and hotels that make it easy to travel with only carry-on luggage and avoid checked bags.
taskmaster_planning_v02_probe_27e1529420409595,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p00_direct_use,tm2_planning_v02_user_0008,direct_use,A,False,,,"An option with a 7 hour 45 minute connection in Frankfurt, costing much more and arriving in Rome at 8:50 PM."
taskmaster_planning_v02_probe_27e1529420409595,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p00_direct_use,tm2_planning_v02_user_0008,direct_use,B,False,,,"The shortest total travel time with a 55 minute connection in Zurich and a terminal change, arriving in Rome at 1:55 PM."
taskmaster_planning_v02_probe_27e1529420409595,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p00_direct_use,tm2_planning_v02_user_0008,direct_use,C,True,,,"A slightly pricier option with a 3 hour 20 minute connection in Frankfurt, arriving in Rome at 4:25 PM."
taskmaster_planning_v02_probe_27e1529420409595,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p00_direct_use,tm2_planning_v02_user_0008,direct_use,D,False,,,"The cheapest option with a 1 hour 5 minute connection in Frankfurt, arriving in Rome at 2:10 PM."
taskmaster_planning_v02_probe_71596ca658f462c9,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p01_boundary,tm2_planning_v02_user_0008,boundary,A,False,though;even_though,though,"Recommend the Charlotte option because the 3-hour layover provides the largest buffer, even though it arrives later."
taskmaster_planning_v02_probe_71596ca658f462c9,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p01_boundary,tm2_planning_v02_user_0008,boundary,B,True,,risk,Recommend the nonstop flight because it is the simplest and fastest domestic option with the lowest connection risk.
taskmaster_planning_v02_probe_71596ca658f462c9,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p01_boundary,tm2_planning_v02_user_0008,boundary,C,False,while,,Recommend the Atlanta option because it saves $19 compared with the nonstop while still arriving reasonably early.
taskmaster_planning_v02_probe_71596ca658f462c9,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p01_boundary,tm2_planning_v02_user_0008,boundary,D,False,though;even_though,though,"Recommend the Chicago option because it is the cheapest, even though it adds a long detour and arrives much later."
taskmaster_planning_v02_probe_b7908db09fdb9a10,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p02_exception,tm2_planning_v02_user_0008,exception,A,False,,,"BLR → London Heathrow → JFK, 4h 30m connection in London, 23h 40m total travel time"
taskmaster_planning_v02_probe_b7908db09fdb9a10,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p02_exception,tm2_planning_v02_user_0008,exception,B,True,,,"BLR → Doha → JFK, 55-minute connection in Doha, 19h 35m total travel time"
taskmaster_planning_v02_probe_b7908db09fdb9a10,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p02_exception,tm2_planning_v02_user_0008,exception,C,False,,,"BLR → Frankfurt → JFK, 3h 20m connection in Frankfurt, 22h 10m total travel time"
taskmaster_planning_v02_probe_b7908db09fdb9a10,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p02_exception,tm2_planning_v02_user_0008,exception,D,False,,,"BLR → Dubai → EWR, 5h 45m connection in Dubai, 24h 05m total travel time"
taskmaster_planning_v02_probe_11927f7fa9bcdf26,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p03_explicit_retrieval,tm2_planning_v02_user_0008,explicit_retrieval,A,False,,tight,"For international itineraries, choose the shortest total travel time whenever possible, even if that means a tight connection."
taskmaster_planning_v02_probe_11927f7fa9bcdf26,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p03_explicit_retrieval,tm2_planning_v02_user_0008,explicit_retrieval,B,True,,tight,"For international itineraries involving customs, immigration, or airport or terminal changes, choose longer layover buffers over tight connections, even if total travel time is longer."
taskmaster_planning_v02_probe_11927f7fa9bcdf26,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p03_explicit_retrieval,tm2_planning_v02_user_0008,explicit_retrieval,C,False,,,"For domestic point-to-point trips, prefer adding a connection if it lowers the fare slightly."
taskmaster_planning_v02_probe_11927f7fa9bcdf26,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p03_explicit_retrieval,tm2_planning_v02_user_0008,explicit_retrieval,D,False,,,"For all trips, choose the cheapest available fare, accepting multiple stops or long waits whenever needed."
taskmaster_planning_v02_probe_71247830c0c1064e,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p00_direct_use,tm2_planning_v02_user_0009,direct_use,A,False,,,Book the 5:20 PM–11:10 PM nonstop because it preserves most of the departure day and is still nonstop.
taskmaster_planning_v02_probe_71247830c0c1064e,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p00_direct_use,tm2_planning_v02_user_0009,direct_use,B,False,while,,Book the 1:00 PM–8:45 PM one-stop because it keeps the fare low while avoiding the latest departure.
taskmaster_planning_v02_probe_71247830c0c1064e,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p00_direct_use,tm2_planning_v02_user_0009,direct_use,C,True,,,Book the 9:15 AM–3:05 PM nonstop because it has a reasonable schedule and the price difference from the cheapest fare is modest.
taskmaster_planning_v02_probe_71247830c0c1064e,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p00_direct_use,tm2_planning_v02_user_0009,direct_use,D,False,,,Book the 11:40 PM–5:30 AM nonstop because it is the cheapest option and avoids a connection.
taskmaster_planning_v02_probe_b63be0a2857d5ab1,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p01_boundary,tm2_planning_v02_user_0009,boundary,A,True,,,"Keep the Friday evening overnight departures in the shortlist and compare them by nonstop or connection quality, fare, and arrival time, because this trip is organized around preserving Friday daytime."
taskmaster_planning_v02_probe_b63be0a2857d5ab1,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p01_boundary,tm2_planning_v02_user_0009,boundary,B,False,,,Filter out the overnight departures first and steer toward a later daytime-oriented option unless the fare savings on the overnight flights are dramatic.
taskmaster_planning_v02_probe_b63be0a2857d5ab1,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p01_boundary,tm2_planning_v02_user_0009,boundary,C,False,,weak,"Pick the cheapest Friday evening overnight itinerary as soon as it leaves after the meetings, even if it has a weak connection or a much later arrival."
taskmaster_planning_v02_probe_b63be0a2857d5ab1,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p01_boundary,tm2_planning_v02_user_0009,boundary,D,False,,,"Recommend a Friday afternoon flight if it is more comfortable or similarly priced, and have them shorten the last work meetings to make it."
taskmaster_planning_v02_probe_2039fac96ec1a3cd,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p02_exception,tm2_planning_v02_user_0009,exception,A,False,but,but,"Take a Sunday 2:15 p.m. nonstop arriving Sunday night; it is the lowest fare and avoids overnight travel, but it uses most of Sunday afternoon."
taskmaster_planning_v02_probe_2039fac96ec1a3cd,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p02_exception,tm2_planning_v02_user_0009,exception,B,False,but,but,"Take a Sunday 8:45 p.m. one-stop itinerary arriving Monday 10:50 a.m.; it is cheaper than the late nonstop, but it leaves before the event ends and arrives later."
taskmaster_planning_v02_probe_2039fac96ec1a3cd,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p02_exception,tm2_planning_v02_user_0009,exception,C,False,but,does not;but,"Take a Monday 9:00 a.m. nonstop arriving Monday evening; it is comfortable and reasonably priced, but it does not get back Monday morning."
taskmaster_planning_v02_probe_2039fac96ec1a3cd,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p02_exception,tm2_planning_v02_user_0009,exception,D,True,but,but,Take a Sunday 11:20 p.m. nonstop red-eye arriving Monday 7:35 a.m.; it costs $95 more but preserves Sunday and returns Monday morning.
taskmaster_planning_v02_probe_b6383e7c9a555c20,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p03_explicit_retrieval,tm2_planning_v02_user_0009,explicit_retrieval,A,False,,,Choose the cheapest flight even if it requires a late-night overnight itinerary.
taskmaster_planning_v02_probe_b6383e7c9a555c20,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p03_explicit_retrieval,tm2_planning_v02_user_0009,explicit_retrieval,B,False,,,Prefer red-eye flights whenever they help preserve daytime hours at the destination.
taskmaster_planning_v02_probe_b6383e7c9a555c20,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p03_explicit_retrieval,tm2_planning_v02_user_0009,explicit_retrieval,C,False,,,Pay extra for nonstop flights regardless of whether the timing is inconvenient.
taskmaster_planning_v02_probe_b6383e7c9a555c20,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p03_explicit_retrieval,tm2_planning_v02_user_0009,explicit_retrieval,D,True,,,Avoid red-eye flights unless they offer a substantial price savings or schedule advantage.
taskmaster_planning_v02_probe_d337e57449bb2fcd,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p00_direct_use,tm2_planning_v02_user_0010,direct_use,A,True,,,"Reserve a flight-tracking car service from Logan to the office, with enough schedule cushion before the meeting."
taskmaster_planning_v02_probe_d337e57449bb2fcd,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p00_direct_use,tm2_planning_v02_user_0010,direct_use,B,False,,,Wait until I land and request whichever rideshare option has the lowest fare at that moment.
taskmaster_planning_v02_probe_d337e57449bb2fcd,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p00_direct_use,tm2_planning_v02_user_0010,direct_use,C,False,,,"Take the airport bus and subway downtown, then walk or hail a short ride for the last stretch."
taskmaster_planning_v02_probe_d337e57449bb2fcd,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p00_direct_use,tm2_planning_v02_user_0010,direct_use,D,False,,,Rent a compact car at the airport so I can control the route and keep it available after the meeting.
taskmaster_planning_v02_probe_0ff802c1f85295a6,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p01_boundary,tm2_planning_v02_user_0010,boundary,A,False,,,"Book a private SUV transfer with a generous pickup buffer, even if it costs more than other options."
taskmaster_planning_v02_probe_0ff802c1f85295a6,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p01_boundary,tm2_planning_v02_user_0010,boundary,B,True,,,"Wait until landing, compare rideshare wait times and airport taxi pricing, and choose the simplest reasonably priced option then."
taskmaster_planning_v02_probe_0ff802c1f85295a6,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p01_boundary,tm2_planning_v02_user_0010,boundary,C,False,,,Prepay for a scheduled shared shuttle that departs at a fixed time shortly after the scheduled landing.
taskmaster_planning_v02_probe_0ff802c1f85295a6,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p01_boundary,tm2_planning_v02_user_0010,boundary,D,False,,,Reserve a premium flight-tracking car service in advance to ensure a driver is waiting at baggage claim.
taskmaster_planning_v02_probe_7cd204f126904815,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p02_exception,tm2_planning_v02_user_0010,exception,A,False,while,,Take an official airport taxi to avoid transit navigation while keeping the plan simpler than a reserved car.
taskmaster_planning_v02_probe_7cd204f126904815,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p02_exception,tm2_planning_v02_user_0010,exception,B,False,,,Prebook a flight-tracking private car so the driver is waiting on arrival and the transfer is predictable.
taskmaster_planning_v02_probe_7cd204f126904815,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p02_exception,tm2_planning_v02_user_0010,exception,C,False,,,Book a premium car service with a backup rideshare option in case the flight arrives early or late.
taskmaster_planning_v02_probe_7cd204f126904815,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p02_exception,tm2_planning_v02_user_0010,exception,D,True,,,"Use the airport train or bus into downtown, choosing the lowest-fare route and allowing extra time for transfers or walking."
taskmaster_planning_v02_probe_204fe67988bc7a00,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p03_explicit_retrieval,tm2_planning_v02_user_0010,explicit_retrieval,A,False,,,Use public transit whenever possible to explore the destination and avoid private transfers.
taskmaster_planning_v02_probe_204fe67988bc7a00,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p03_explicit_retrieval,tm2_planning_v02_user_0010,explicit_retrieval,B,False,,,Keep arrival plans flexible and avoid prebooking transportation unless the trip is a casual personal getaway.
taskmaster_planning_v02_probe_204fe67988bc7a00,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p03_explicit_retrieval,tm2_planning_v02_user_0010,explicit_retrieval,C,True,,,"Reserve a dependable airport transfer in advance, such as a flight-tracking car service, even if it costs more than less certain options."
taskmaster_planning_v02_probe_204fe67988bc7a00,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p03_explicit_retrieval,tm2_planning_v02_user_0010,explicit_retrieval,D,False,,,Wait until landing to choose the cheapest available ride so the traveler can keep costs as low as possible.
taskmaster_planning_v02_probe_57c93bb7e59e9b1c,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p00_direct_use,tm2_planning_v02_user_0011,direct_use,A,False,,,"1:15 PM one-stop for $218, arriving at 5:30 PM"
taskmaster_planning_v02_probe_57c93bb7e59e9b1c,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p00_direct_use,tm2_planning_v02_user_0011,direct_use,B,True,,,"10:20 AM nonstop for $236, arriving at 12:45 PM"
taskmaster_planning_v02_probe_57c93bb7e59e9b1c,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p00_direct_use,tm2_planning_v02_user_0011,direct_use,C,False,,,"5:45 AM nonstop for $208, arriving at 8:10 AM"
taskmaster_planning_v02_probe_57c93bb7e59e9b1c,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p00_direct_use,tm2_planning_v02_user_0011,direct_use,D,False,,,"8:30 PM nonstop for $190, arriving at 11:00 PM"
taskmaster_planning_v02_probe_ce26e5597497d8c5,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p01_boundary,tm2_planning_v02_user_0011,boundary,A,False,,,"7:05 AM nonstop to LaGuardia, landing at 8:55 AM, for the lowest fare."
taskmaster_planning_v02_probe_ce26e5597497d8c5,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p01_boundary,tm2_planning_v02_user_0011,boundary,B,False,,,"6:40 AM nonstop to Newark, landing at 8:20 AM, for $40 more than the lowest fare."
taskmaster_planning_v02_probe_ce26e5597497d8c5,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p01_boundary,tm2_planning_v02_user_0011,boundary,C,True,,,"5:55 AM nonstop to LaGuardia, landing at 7:25 AM, for $85 more than the lowest fare."
taskmaster_planning_v02_probe_ce26e5597497d8c5,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p01_boundary,tm2_planning_v02_user_0011,boundary,D,False,,,"5:30 AM one-stop to LaGuardia, landing at 8:35 AM if the connection is made, for $20 more than the lowest fare."
taskmaster_planning_v02_probe_2baecd27885e77bf,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p02_exception,tm2_planning_v02_user_0011,exception,A,True,,,Book the 5:25 AM nonstop flight arriving at 7:10 AM for $285.
taskmaster_planning_v02_probe_2baecd27885e77bf,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p02_exception,tm2_planning_v02_user_0011,exception,B,False,,,Book the 11:30 AM nonstop flight arriving at 1:15 PM for $225.
taskmaster_planning_v02_probe_2baecd27885e77bf,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p02_exception,tm2_planning_v02_user_0011,exception,C,False,,,Book the 7:15 AM one-stop flight arriving at 12:05 PM for $210.
taskmaster_planning_v02_probe_2baecd27885e77bf,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p02_exception,tm2_planning_v02_user_0011,exception,D,False,,,Book the 9:40 AM nonstop flight arriving at 11:25 AM for $240.
taskmaster_planning_v02_probe_be2c936b59e289d1,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p03_explicit_retrieval,tm2_planning_v02_user_0011,explicit_retrieval,A,True,,,Prefer mid-morning or later departures over very early flights when the price or schedule tradeoff is modest.
taskmaster_planning_v02_probe_be2c936b59e289d1,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p03_explicit_retrieval,tm2_planning_v02_user_0011,explicit_retrieval,B,False,,,Prioritize nonstop flights over connecting options even when the fare difference is large.
taskmaster_planning_v02_probe_be2c936b59e289d1,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p03_explicit_retrieval,tm2_planning_v02_user_0011,explicit_retrieval,C,False,,,Always select the earliest possible departure to maximize time at the destination.
taskmaster_planning_v02_probe_be2c936b59e289d1,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p03_explicit_retrieval,tm2_planning_v02_user_0011,explicit_retrieval,D,False,,,Choose the cheapest available flight even if it leaves before dawn.
taskmaster_planning_v02_probe_2014673fe0856b8e,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p00_direct_use,tm2_planning_v02_user_0012,direct_use,A,False,,,"Take a Tuesday morning connecting flight scheduled to land at 10:50 a.m., save about $90, and go straight from the airport to the client office."
taskmaster_planning_v02_probe_2014673fe0856b8e,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p00_direct_use,tm2_planning_v02_user_0012,direct_use,B,False,,,"Book the cheapest Tuesday morning flight, scheduled to land at 11:45 a.m., and use a lower-cost hotel about 30 minutes from the client office."
taskmaster_planning_v02_probe_2014673fe0856b8e,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p00_direct_use,tm2_planning_v02_user_0012,direct_use,C,True,,,"Fly in Monday evening on a nonstop, stay at a hotel a short walk from the client office, and spend about $160 more than the cheapest Tuesday option."
taskmaster_planning_v02_probe_2014673fe0856b8e,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p00_direct_use,tm2_planning_v02_user_0012,direct_use,D,False,,,"Take a Tuesday morning nonstop scheduled to land at 10:15 a.m., save about $120 with an airport-area hotel, and stop there to drop luggage before heading downtown."
taskmaster_planning_v02_probe_67fff91a597a61dc,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p01_boundary,tm2_planning_v02_user_0012,boundary,A,False,despite,despite,"Recommend the earlier arrival despite the extra cost, to preserve several hours before any possible evening plans."
taskmaster_planning_v02_probe_67fff91a597a61dc,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p01_boundary,tm2_planning_v02_user_0012,boundary,B,True,,,"Recommend the cheaper nonstop that arrives later, since there is no same-day commitment requiring an early cushion."
taskmaster_planning_v02_probe_67fff91a597a61dc,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p01_boundary,tm2_planning_v02_user_0012,boundary,C,False,,risk,"Recommend flying in the night before, even if it adds a hotel night, to avoid any risk of a late Friday arrival."
taskmaster_planning_v02_probe_67fff91a597a61dc,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p01_boundary,tm2_planning_v02_user_0012,boundary,D,False,,uncertain,Recommend the earlier connecting flight and suggest booking a hotel near the airport to reduce arrival-day uncertainty.
taskmaster_planning_v02_probe_a113763282e90b38,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p02_exception,tm2_planning_v02_user_0012,exception,A,False,but,but,"Take a Wednesday morning flight arriving at noon, saving a hotel night but leaving little margin before the 2 p.m. kickoff."
taskmaster_planning_v02_probe_a113763282e90b38,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p02_exception,tm2_planning_v02_user_0012,exception,B,False,,,Fly in Monday night and add an extra hotel night so delays cannot affect Tuesday.
taskmaster_planning_v02_probe_a113763282e90b38,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p02_exception,tm2_planning_v02_user_0012,exception,C,False,,,Book a pricier Tuesday morning flight arriving before noon solely to keep a large cushion for the original Tuesday kickoff.
taskmaster_planning_v02_probe_a113763282e90b38,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p02_exception,tm2_planning_v02_user_0012,exception,D,True,,,"Book the lower-cost Tuesday evening nonstop arriving around 8:45 p.m., then stay near the Wednesday meeting site."
taskmaster_planning_v02_probe_1689bee167c0e903,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p03_explicit_retrieval,tm2_planning_v02_user_0012,explicit_retrieval,A,False,,,"Optimize mainly for avoiding extra hotel nights, even if that requires a rushed arrival before the onsite commitment."
