probe_id,private_probe_id,probe_type,choice_id,is_gold,marker_hits,negative_hits,text
taskmaster_planning_v02_probe_d69e07f0613bacf9,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p00_direct_use,direct_use,A,False,,,"Choose the cheapest basic-economy connection both ways and a downtown hotel near the meeting; it saves about $140, adds one stop each direction, and includes only a personal item unless extra baggage is purchased."
taskmaster_planning_v02_probe_d69e07f0613bacf9,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p00_direct_use,direct_use,B,False,,,"Use the lower-priced regional-jet connection that lands earlier and stay two blocks from the client office; it saves about $75, has a short layover, and full-size rollers are commonly gate-checked on that aircraft."
taskmaster_planning_v02_probe_d69e07f0613bacf9,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p00_direct_use,direct_use,C,False,while,,"Take the late-morning nonstop and stay at an O’Hare-area hotel; it keeps the airfare low and includes a checked-bag bundle, while leaving about 80 minutes before the meeting and a longer ride into the city."
taskmaster_planning_v02_probe_d69e07f0613bacf9,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p00_direct_use,direct_use,D,True,,,"Book main-cabin nonstop flights both ways and the hotel two blocks from the client office; it costs about $90 more and requires an earlier outbound, with standard overhead-bin access for a roller and laptop bag."
taskmaster_planning_v02_probe_f52b5678234166c7,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p01_boundary,boundary,A,False,,,Book the cheapest basic-economy fare and limit packing to a small roller so the traveler can avoid the baggage counter entirely.
taskmaster_planning_v02_probe_f52b5678234166c7,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p01_boundary,boundary,B,False,,uncertain,"Recommend shipping all work materials separately and booking a personal-item-only fare, even if delivery timing is uncertain."
taskmaster_planning_v02_probe_f52b5678234166c7,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p01_boundary,boundary,C,False,,,Pick a short layover on a budget carrier and try to fit the banner and samples into overhead-bin space to save time on arrival.
taskmaster_planning_v02_probe_f52b5678234166c7,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p01_boundary,boundary,D,True,,,"Choose a nonstop or low-connection flight on an airline fare that includes a checked bag, prepay any oversized-item fee if needed, and arrange ground transport with room for the booth materials."
taskmaster_planning_v02_probe_bdf3fb6e637ce47f,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p02_exception,exception,A,False,but,but,"Book a nonstop fare with normal carry-on privileges and ask in advance whether the case and tripod can be gate-checked; it keeps the trip streamlined, but relies on an exception for items already over cabin limits."
taskmaster_planning_v02_probe_bdf3fb6e637ce47f,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p02_exception,exception,B,False,but,but,"Choose a lower-priced one-stop itinerary that includes checked bags for the equipment; it manages the fare, but uses a connection for items needed the next morning."
taskmaster_planning_v02_probe_bdf3fb6e637ce47f,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p02_exception,exception,C,False,but,but,"Book the earliest nonstop basic-economy fare and add the needed checked bags through the airline app once ticketed; it protects arrival timing, but leaves fare restrictions and size rules to be resolved after purchase."
taskmaster_planning_v02_probe_bdf3fb6e637ce47f,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p02_exception,exception,D,True,but,but,"Book a nonstop standard-economy-or-better fare with checked-bag allowance for both items, confirm size and handling rules before purchase, and plan time for bag drop and claim; it gives up some speed, but matches the equipment requirement."
taskmaster_planning_v02_probe_c2054da0768a2041,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p03_explicit_retrieval,explicit_retrieval,A,False,,,"Choose the cheapest fare available, even if it involves connections or stricter luggage limits."
taskmaster_planning_v02_probe_c2054da0768a2041,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p03_explicit_retrieval,explicit_retrieval,B,False,,,Book airport hotels whenever possible to reduce ground-transport time.
taskmaster_planning_v02_probe_c2054da0768a2041,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p03_explicit_retrieval,explicit_retrieval,C,False,,risk;miss,Select longer layovers so there is less risk of missing a connection.
taskmaster_planning_v02_probe_c2054da0768a2041,tm2_planning_v02_user_0007_habit_short_trip_no_checked_bag_p03_explicit_retrieval,explicit_retrieval,D,True,,,Prefer flights and hotels that make it easy to travel with only carry-on luggage and avoid checked bags.
taskmaster_planning_v02_probe_27e1529420409595,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p00_direct_use,direct_use,A,False,,,"An option with a 7 hour 45 minute connection in Frankfurt, costing much more and arriving in Rome at 8:50 PM."
taskmaster_planning_v02_probe_27e1529420409595,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p00_direct_use,direct_use,B,False,,,"The shortest total travel time with a 55 minute connection in Zurich and a terminal change, arriving in Rome at 1:55 PM."
taskmaster_planning_v02_probe_27e1529420409595,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p00_direct_use,direct_use,C,True,,,"A slightly pricier option with a 3 hour 20 minute connection in Frankfurt, arriving in Rome at 4:25 PM."
taskmaster_planning_v02_probe_27e1529420409595,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p00_direct_use,direct_use,D,False,,,"The cheapest option with a 1 hour 5 minute connection in Frankfurt, arriving in Rome at 2:10 PM."
taskmaster_planning_v02_probe_71596ca658f462c9,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p01_boundary,boundary,A,False,,,"Recommend the Charlotte itinerary: it offers the widest connection cushion, with a later arrival and only a small savings compared with the nonstop."
taskmaster_planning_v02_probe_71596ca658f462c9,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p01_boundary,boundary,B,True,,,"Recommend the nonstop itinerary: it offers the simplest and earliest arrival, with a higher fare than the connecting options."
taskmaster_planning_v02_probe_71596ca658f462c9,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p01_boundary,boundary,C,False,,,"Recommend the Atlanta itinerary: it offers a lower fare and a before-lunch arrival, with a short same-terminal connection."
taskmaster_planning_v02_probe_71596ca658f462c9,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p01_boundary,boundary,D,False,,,"Recommend the Chicago itinerary: it offers the lowest fare, with the latest arrival and the least direct routing."
taskmaster_planning_v02_probe_b7908db09fdb9a10,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p02_exception,exception,A,False,,,"BLR → London Heathrow → JFK, 4h 30m connection in London, 23h 40m total travel time"
taskmaster_planning_v02_probe_b7908db09fdb9a10,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p02_exception,exception,B,True,,,"BLR → Doha → JFK, 55-minute connection in Doha, 19h 35m total travel time"
taskmaster_planning_v02_probe_b7908db09fdb9a10,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p02_exception,exception,C,False,,,"BLR → Frankfurt → JFK, 3h 20m connection in Frankfurt, 22h 10m total travel time"
taskmaster_planning_v02_probe_b7908db09fdb9a10,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p02_exception,exception,D,False,,,"BLR → Dubai → EWR, 5h 45m connection in Dubai, 24h 05m total travel time"
taskmaster_planning_v02_probe_11927f7fa9bcdf26,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p03_explicit_retrieval,explicit_retrieval,A,False,,tight,"For international itineraries, choose the shortest total travel time whenever possible, even if that means a tight connection."
taskmaster_planning_v02_probe_11927f7fa9bcdf26,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p03_explicit_retrieval,explicit_retrieval,B,True,,tight,"For international itineraries involving customs, immigration, or airport or terminal changes, choose longer layover buffers over tight connections, even if total travel time is longer."
taskmaster_planning_v02_probe_11927f7fa9bcdf26,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p03_explicit_retrieval,explicit_retrieval,C,False,,,"For domestic point-to-point trips, prefer adding a connection if it lowers the fare slightly."
taskmaster_planning_v02_probe_11927f7fa9bcdf26,tm2_planning_v02_user_0008_habit_international_long_layover_buffer_p03_explicit_retrieval,explicit_retrieval,D,False,,,"For all trips, choose the cheapest available fare, accepting multiple stops or long waits whenever needed."
taskmaster_planning_v02_probe_71247830c0c1064e,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p00_direct_use,direct_use,A,False,,,Book the 5:20 PM–11:10 PM nonstop because it preserves most of the departure day and is still nonstop.
taskmaster_planning_v02_probe_71247830c0c1064e,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p00_direct_use,direct_use,B,False,while,,Book the 1:00 PM–8:45 PM one-stop because it keeps the fare low while avoiding the latest departure.
taskmaster_planning_v02_probe_71247830c0c1064e,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p00_direct_use,direct_use,C,True,,,Book the 9:15 AM–3:05 PM nonstop because it has a reasonable schedule and the price difference from the cheapest fare is modest.
taskmaster_planning_v02_probe_71247830c0c1064e,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p00_direct_use,direct_use,D,False,,,Book the 11:40 PM–5:30 AM nonstop because it is the cheapest option and avoids a connection.
taskmaster_planning_v02_probe_b63be0a2857d5ab1,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p01_boundary,boundary,A,True,,,"Keep the Friday evening overnight departures in the shortlist and compare them by nonstop or connection quality, fare, and arrival time, because this trip is organized around preserving Friday daytime."
taskmaster_planning_v02_probe_b63be0a2857d5ab1,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p01_boundary,boundary,B,False,,,Filter out the overnight departures first and steer toward a later daytime-oriented option unless the fare savings on the overnight flights are dramatic.
taskmaster_planning_v02_probe_b63be0a2857d5ab1,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p01_boundary,boundary,C,False,,weak,"Pick the cheapest Friday evening overnight itinerary as soon as it leaves after the meetings, even if it has a weak connection or a much later arrival."
taskmaster_planning_v02_probe_b63be0a2857d5ab1,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p01_boundary,boundary,D,False,,,"Recommend a Friday afternoon flight if it is more comfortable or similarly priced, and have them shorten the last work meetings to make it."
taskmaster_planning_v02_probe_2039fac96ec1a3cd,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p02_exception,exception,A,False,but,but,"Take a Sunday 2:15 p.m. nonstop arriving Sunday night; it is the lowest fare and avoids overnight travel, but it uses most of Sunday afternoon."
taskmaster_planning_v02_probe_2039fac96ec1a3cd,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p02_exception,exception,B,False,but,but,"Take a Sunday 8:45 p.m. one-stop itinerary arriving Monday 10:50 a.m.; it is cheaper than the late nonstop, but it leaves before the event ends and arrives later."
taskmaster_planning_v02_probe_2039fac96ec1a3cd,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p02_exception,exception,C,False,but,does not;but,"Take a Monday 9:00 a.m. nonstop arriving Monday evening; it is comfortable and reasonably priced, but it does not get back Monday morning."
taskmaster_planning_v02_probe_2039fac96ec1a3cd,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p02_exception,exception,D,True,but,but,Take a Sunday 11:20 p.m. nonstop red-eye arriving Monday 7:35 a.m.; it costs $95 more but preserves Sunday and returns Monday morning.
taskmaster_planning_v02_probe_b6383e7c9a555c20,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p03_explicit_retrieval,explicit_retrieval,A,False,,,Choose the cheapest flight even if it requires a late-night overnight itinerary.
taskmaster_planning_v02_probe_b6383e7c9a555c20,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p03_explicit_retrieval,explicit_retrieval,B,False,,,Prefer red-eye flights whenever they help preserve daytime hours at the destination.
taskmaster_planning_v02_probe_b6383e7c9a555c20,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p03_explicit_retrieval,explicit_retrieval,C,False,,,Pay extra for nonstop flights regardless of whether the timing is inconvenient.
taskmaster_planning_v02_probe_b6383e7c9a555c20,tm2_planning_v02_user_0009_habit_red_eye_avoidance_p03_explicit_retrieval,explicit_retrieval,D,True,,,Avoid red-eye flights unless they offer a substantial price savings or schedule advantage.
taskmaster_planning_v02_probe_d337e57449bb2fcd,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p00_direct_use,direct_use,A,True,,,"Reserve a flight-tracking car service from Logan to the office, with enough schedule cushion before the meeting."
taskmaster_planning_v02_probe_d337e57449bb2fcd,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p00_direct_use,direct_use,B,False,,,Wait until I land and request whichever rideshare option has the lowest fare at that moment.
taskmaster_planning_v02_probe_d337e57449bb2fcd,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p00_direct_use,direct_use,C,False,,,"Take the airport bus and subway downtown, then walk or hail a short ride for the last stretch."
taskmaster_planning_v02_probe_d337e57449bb2fcd,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p00_direct_use,direct_use,D,False,,,Rent a compact car at the airport so I can control the route and keep it available after the meeting.
taskmaster_planning_v02_probe_0ff802c1f85295a6,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p01_boundary,boundary,A,False,,,"Book a private SUV transfer with a generous pickup buffer, even if it costs more than other options."
taskmaster_planning_v02_probe_0ff802c1f85295a6,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p01_boundary,boundary,B,True,,,"Wait until landing, compare rideshare wait times and airport taxi pricing, and choose the simplest reasonably priced option then."
taskmaster_planning_v02_probe_0ff802c1f85295a6,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p01_boundary,boundary,C,False,,,Prepay for a scheduled shared shuttle that departs at a fixed time shortly after the scheduled landing.
taskmaster_planning_v02_probe_0ff802c1f85295a6,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p01_boundary,boundary,D,False,,,Reserve a premium flight-tracking car service in advance to ensure a driver is waiting at baggage claim.
taskmaster_planning_v02_probe_7cd204f126904815,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p02_exception,exception,A,False,while,,Take an official airport taxi to avoid transit navigation while keeping the plan simpler than a reserved car.
taskmaster_planning_v02_probe_7cd204f126904815,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p02_exception,exception,B,False,,,Prebook a flight-tracking private car so the driver is waiting on arrival and the transfer is predictable.
taskmaster_planning_v02_probe_7cd204f126904815,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p02_exception,exception,C,False,,,Book a premium car service with a backup rideshare option in case the flight arrives early or late.
taskmaster_planning_v02_probe_7cd204f126904815,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p02_exception,exception,D,True,,,"Use the airport train or bus into downtown, choosing the lowest-fare route and allowing extra time for transfers or walking."
taskmaster_planning_v02_probe_204fe67988bc7a00,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p03_explicit_retrieval,explicit_retrieval,A,False,,,Use public transit whenever possible to explore the destination and avoid private transfers.
taskmaster_planning_v02_probe_204fe67988bc7a00,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p03_explicit_retrieval,explicit_retrieval,B,False,,,Keep arrival plans flexible and avoid prebooking transportation unless the trip is a casual personal getaway.
taskmaster_planning_v02_probe_204fe67988bc7a00,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p03_explicit_retrieval,explicit_retrieval,C,True,,,"Reserve a dependable airport transfer in advance, such as a flight-tracking car service, even if it costs more than less certain options."
taskmaster_planning_v02_probe_204fe67988bc7a00,tm2_planning_v02_user_0010_habit_airport_transfer_reliability_p03_explicit_retrieval,explicit_retrieval,D,False,,,Wait until landing to choose the cheapest available ride so the traveler can keep costs as low as possible.
taskmaster_planning_v02_probe_57c93bb7e59e9b1c,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p00_direct_use,direct_use,A,False,,,"1:15 PM one-stop for $218, arriving at 5:30 PM"
taskmaster_planning_v02_probe_57c93bb7e59e9b1c,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p00_direct_use,direct_use,B,True,,,"10:20 AM nonstop for $236, arriving at 12:45 PM"
taskmaster_planning_v02_probe_57c93bb7e59e9b1c,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p00_direct_use,direct_use,C,False,,,"5:45 AM nonstop for $208, arriving at 8:10 AM"
taskmaster_planning_v02_probe_57c93bb7e59e9b1c,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p00_direct_use,direct_use,D,False,,,"8:30 PM nonstop for $190, arriving at 11:00 PM"
taskmaster_planning_v02_probe_ce26e5597497d8c5,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p01_boundary,boundary,A,False,,,"7:05 AM nonstop to LaGuardia, landing at 8:55 AM, for the lowest fare."
taskmaster_planning_v02_probe_ce26e5597497d8c5,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p01_boundary,boundary,B,False,,,"6:40 AM nonstop to Newark, landing at 8:20 AM, for $40 more than the lowest fare."
taskmaster_planning_v02_probe_ce26e5597497d8c5,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p01_boundary,boundary,C,True,,,"5:55 AM nonstop to LaGuardia, landing at 7:25 AM, for $85 more than the lowest fare."
taskmaster_planning_v02_probe_ce26e5597497d8c5,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p01_boundary,boundary,D,False,,,"5:30 AM one-stop to LaGuardia, landing at 8:35 AM if the connection is made, for $20 more than the lowest fare."
taskmaster_planning_v02_probe_2baecd27885e77bf,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p02_exception,exception,A,True,,,Book the 5:25 AM nonstop flight arriving at 7:10 AM for $285.
taskmaster_planning_v02_probe_2baecd27885e77bf,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p02_exception,exception,B,False,,,Book the 11:30 AM nonstop flight arriving at 1:15 PM for $225.
taskmaster_planning_v02_probe_2baecd27885e77bf,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p02_exception,exception,C,False,,,Book the 7:15 AM one-stop flight arriving at 12:05 PM for $210.
taskmaster_planning_v02_probe_2baecd27885e77bf,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p02_exception,exception,D,False,,,Book the 9:40 AM nonstop flight arriving at 11:25 AM for $240.
taskmaster_planning_v02_probe_be2c936b59e289d1,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p03_explicit_retrieval,explicit_retrieval,A,True,,,Prefer mid-morning or later departures over very early flights when the price or schedule tradeoff is modest.
taskmaster_planning_v02_probe_be2c936b59e289d1,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p03_explicit_retrieval,explicit_retrieval,B,False,,,Prioritize nonstop flights over connecting options even when the fare difference is large.
taskmaster_planning_v02_probe_be2c936b59e289d1,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p03_explicit_retrieval,explicit_retrieval,C,False,,,Always select the earliest possible departure to maximize time at the destination.
taskmaster_planning_v02_probe_be2c936b59e289d1,tm2_planning_v02_user_0011_habit_early_morning_avoidance_p03_explicit_retrieval,explicit_retrieval,D,False,,,Choose the cheapest available flight even if it leaves before dawn.
taskmaster_planning_v02_probe_2014673fe0856b8e,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p00_direct_use,direct_use,A,False,,,"Take a Tuesday morning connecting flight scheduled to land at 10:50 a.m., save about $90, and go straight from the airport to the client office."
taskmaster_planning_v02_probe_2014673fe0856b8e,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p00_direct_use,direct_use,B,False,,,"Book the cheapest Tuesday morning flight, scheduled to land at 11:45 a.m., and use a lower-cost hotel about 30 minutes from the client office."
taskmaster_planning_v02_probe_2014673fe0856b8e,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p00_direct_use,direct_use,C,True,,,"Fly in Monday evening on a nonstop, stay at a hotel a short walk from the client office, and spend about $160 more than the cheapest Tuesday option."
taskmaster_planning_v02_probe_2014673fe0856b8e,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p00_direct_use,direct_use,D,False,,,"Take a Tuesday morning nonstop scheduled to land at 10:15 a.m., save about $120 with an airport-area hotel, and stop there to drop luggage before heading downtown."
taskmaster_planning_v02_probe_67fff91a597a61dc,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p01_boundary,boundary,A,False,,,"Recommend the 3:10 p.m. connecting flight, accepting the higher fare for a calmer first evening and more room if travel runs late."
taskmaster_planning_v02_probe_67fff91a597a61dc,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p01_boundary,boundary,B,True,,,"Recommend the 8:30 p.m. nonstop, accepting the later arrival in exchange for the lower fare and simpler routing."
taskmaster_planning_v02_probe_67fff91a597a61dc,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p01_boundary,boundary,C,False,,,"Recommend looking for a Thursday-evening arrival, accepting a possible extra night so the whole Friday stays open."
taskmaster_planning_v02_probe_67fff91a597a61dc,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p01_boundary,boundary,D,False,,,"Recommend the 3:10 p.m. option and keep Friday evening low-key, accepting the connection to maximize arrival-day flexibility."
taskmaster_planning_v02_probe_a113763282e90b38,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p02_exception,exception,A,False,but,but,"Take a Wednesday morning flight arriving at noon, saving a hotel night but leaving little margin before the 2 p.m. kickoff."
taskmaster_planning_v02_probe_a113763282e90b38,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p02_exception,exception,B,False,,,Fly in Monday night and add an extra hotel night so delays cannot affect Tuesday.
taskmaster_planning_v02_probe_a113763282e90b38,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p02_exception,exception,C,False,,,Book a pricier Tuesday morning flight arriving before noon solely to keep a large cushion for the original Tuesday kickoff.
taskmaster_planning_v02_probe_a113763282e90b38,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p02_exception,exception,D,True,,,"Book the lower-cost Tuesday evening nonstop arriving around 8:45 p.m., then stay near the Wednesday meeting site."
taskmaster_planning_v02_probe_1689bee167c0e903,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p03_explicit_retrieval,explicit_retrieval,A,False,,,"Optimize mainly for avoiding extra hotel nights, even if that requires a rushed arrival before the onsite commitment."
taskmaster_planning_v02_probe_1689bee167c0e903,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p03_explicit_retrieval,explicit_retrieval,B,True,,tight,"Prefer an itinerary that arrives early enough to leave a meaningful cushion before the client commitment, even when cheaper or tighter same-day options exist."
taskmaster_planning_v02_probe_1689bee167c0e903,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p03_explicit_retrieval,explicit_retrieval,C,False,,,"Prioritize the lowest fare, even if it leaves only a narrow gap between arrival and the client commitment."
taskmaster_planning_v02_probe_1689bee167c0e903,tm2_planning_v02_user_0012_habit_business_travel_arrival_buffer_p03_explicit_retrieval,explicit_retrieval,D,False,,,"Choose the latest possible departure to reduce time away, as long as the arrival is technically before the meeting."
taskmaster_planning_v02_probe_422ca21daf99334d,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p00_direct_use,direct_use,A,True,,,"Book the $420 nonstop to SEA, arriving at 10:10 a.m., leaving a solid buffer before heading downtown."
taskmaster_planning_v02_probe_422ca21daf99334d,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p00_direct_use,direct_use,B,False,,,"Book the $365 one-stop itinerary through Salt Lake City, arriving at SEA at 9:55 a.m. after a 55-minute connection."
taskmaster_planning_v02_probe_422ca21daf99334d,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p00_direct_use,direct_use,C,False,,,"Book the $310 one-stop itinerary through Phoenix, arriving at SEA at 11:15 a.m. after a 1-hour 25-minute layover."
taskmaster_planning_v02_probe_422ca21daf99334d,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p00_direct_use,direct_use,D,False,,,"Book the $295 one-stop itinerary through San Francisco, arriving at SEA at 12:05 p.m. with a 45-minute connection."
taskmaster_planning_v02_probe_ad4772ad1a8c4572,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p01_boundary,boundary,A,False,,miss,"Book the nonstop to reduce the chance of a missed connection, accepting the higher fare for a smoother travel day."
taskmaster_planning_v02_probe_ad4772ad1a8c4572,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p01_boundary,boundary,B,True,,,"Book the one-stop itinerary to keep costs lower, accepting the 2-hour layover since the arrival time is flexible."
taskmaster_planning_v02_probe_ad4772ad1a8c4572,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p01_boundary,boundary,C,False,,,"Book a cheaper flight to a different airport, accepting extra ground travel to reduce the airfare further."
taskmaster_planning_v02_probe_ad4772ad1a8c4572,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p01_boundary,boundary,D,False,,,"Book a refundable fare on the nonstop, accepting the premium for both flexibility and fewer flight segments."
taskmaster_planning_v02_probe_b94f242429f594bb,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p02_exception,exception,A,False,,,"A nonstop into Nashville on another carrier, arriving about 3.5 hours before the meeting, with a higher cash fare and no useful mileage redemption."
taskmaster_planning_v02_probe_b94f242429f594bb,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p02_exception,exception,B,True,,,"A one-stop Delta mileage booking, with a 95-minute layover, minimal taxes, and arrival about 2.5 hours before the meeting."
taskmaster_planning_v02_probe_b94f242429f594bb,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p02_exception,exception,C,False,,,"The lowest listed cash fare, with two connections, a 40-minute layover, and arrival about 70 minutes before the meeting."
taskmaster_planning_v02_probe_b94f242429f594bb,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p02_exception,exception,D,False,,,"A Delta nonstop award, arriving about 4 hours before the meeting, with a much larger mileage cost and higher fees than the one-stop option."
taskmaster_planning_v02_probe_cd61bc2a7fe8501a,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p03_explicit_retrieval,explicit_retrieval,A,False,,,"Prefer alternate-airport arrivals if they reduce airfare, regardless of extra ground travel time."
taskmaster_planning_v02_probe_cd61bc2a7fe8501a,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p03_explicit_retrieval,explicit_retrieval,B,False,,,Prioritize earning airline miles over arrival reliability for client-facing travel.
taskmaster_planning_v02_probe_cd61bc2a7fe8501a,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p03_explicit_retrieval,explicit_retrieval,C,True,,,Favor nonstop or lowest-transfer itineraries even if they cost somewhat more than connecting options.
taskmaster_planning_v02_probe_cd61bc2a7fe8501a,tm2_planning_v02_user_0013_habit_tight_schedule_nonstop_priority_p03_explicit_retrieval,explicit_retrieval,D,False,,,"Choose the cheapest fare whenever possible, even if it requires a connection on the outbound trip."
taskmaster_planning_v02_probe_8943aff39e5e20d9,tm2_planning_v02_user_0014_habit_uncertain_trip_refundable_fare_p00_direct_use,direct_use,A,True,,,"Book the refundable main-cabin fare for about $620; it has the highest upfront price, and it can be changed or canceled back to the original payment method if the workshop moves."
taskmaster_planning_v02_probe_8943aff39e5e20d9,tm2_planning_v02_user_0014_habit_uncertain_trip_refundable_fare_p00_direct_use,direct_use,B,False,,,"Book the basic-economy fare for about $390; it has the lowest upfront price, and it carries strict change and cancellation limits if the workshop moves."
taskmaster_planning_v02_probe_8943aff39e5e20d9,tm2_planning_v02_user_0014_habit_uncertain_trip_refundable_fare_p00_direct_use,direct_use,C,False,,,"Book the standard economy fare for about $455; it has a useful schedule and carry-on allowance, and cancellation value would stay as airline credit."
taskmaster_planning_v02_probe_8943aff39e5e20d9,tm2_planning_v02_user_0014_habit_uncertain_trip_refundable_fare_p00_direct_use,direct_use,D,False,,,"Wait to purchase until approval is finalized; it avoids committing to the tentative dates, and the current fares or preferred nonstop seats may disappear."
