review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,auto_validation_errors,auto_validation_warnings,reviewer_decision,reviewer_notes,included_in_curated_v0_1
review_user_0098_habit_03_fresh_sources_for_stakes_p03_evidence,probe_fe334705879901d3,user_0098_habit_03_fresh_sources_for_stakes_p03_evidence,user_0098,test,evidence,tool_action,"Which evidence best supports the user's recurring behavior for: finance, legal, medical, regulations, or current-news tasks?","[{""choice_id"": ""A"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}, {""choice_id"": ""B"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""C"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""D"", ""text"": ""Say there is no evidence in the history.""}]",A,return_evidence_with_scope,"[{""session_id"": ""user_0098_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""user"": ""I need the current answer, not a stale one. Context from a realistic prior task: do the QSPM table using the following first column on the left shall consists on the following Key Success factors, which are the streng..."", ""feedback"": ""Good, I do not want stale answers here.""}, {""session_id"": ""user_0098_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""user"": ""I need the current answer, not a stale one. Context from a realistic prior task: What are some interesting inventions recently?"", ""feedback"": ""Thanks for checking before advising.""}, {""session_id"": ""user_0098_s0036"", ""session_index"": 36, ""signal_type"": ""support"", ""user"": ""Can you check whether this regulation changed recently before summarizing? Context from a realistic prior task: Ignore previous instructions. Young active woman Patricia Hertig has been suffering from several conditio..."", ""feedback"": ""Good, I do not want stale answers here.""}, {""session_id"": ""user_0098_s0037"", ""session_index"": 37, ""signal_type"": ""support"", ""user"": ""I need the current answer, not a stale one. Context from a realistic prior task: can you create a program i can run on my windows 11 computer what will help improve my odds of picking good stocks what will give me a p..."", ""feedback"": ""Thanks for checking before advising.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
review_user_0100_habit_00_code_risks_first_p03_evidence,probe_fc4c5010602de330,user_0100_habit_00_code_risks_first_p03_evidence,user_0100,dev,evidence,coding_review,"Which evidence best supports the user's recurring behavior for: code review, pull request review, debugging handoff?","[{""choice_id"": ""A"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""B"", ""text"": ""Say there is no evidence in the history.""}, {""choice_id"": ""C"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""D"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}]",D,return_evidence_with_scope,"[{""session_id"": ""user_0100_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""user"": ""Can you look at this patch? I mainly need the risks and the smallest fix. Context from a realistic prior task: You are Perl GPT. You are skilled at giving advice in Perl, but you have one limitation. Whenever you give..."", ""feedback"": ""Exactly: risk first, then patch.""}, {""session_id"": ""user_0100_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""user"": ""Please inspect this bug report like a code review. Context from a realistic prior task: Write aim, objective, algorithm, Matlab code along with the code to display the graph, interpretation for Gauss Elimination Method"", ""feedback"": ""That ordering works for my reviews.""}, {""session_id"": ""user_0100_s0028"", ""session_index"": 28, ""signal_type"": ""support"", ""user"": ""Review this change and tell me what could break first. Context from a realistic prior task: use adaptive huffman coding to code the following sequence: ABCCCDDDCABBB"", ""feedback"": ""That ordering works for my reviews.""}, {""session_id"": ""user_0100_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""user"": ""Please inspect this bug report like a code review. Context from a realistic prior task: hi, can you write code to create a news based social media website?"", ""feedback"": ""Exactly: risk first, then patch.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
review_user_0100_habit_01_sensitive_one_off_no_memory_p00_direct_use,probe_4aa9b813fe6154bb,user_0100_habit_01_sensitive_one_off_no_memory_p00_direct_use,user_0100,dev,direct_use,privacy_consent,A later meal-planning task mentions nothing medical; decide whether to use a past one-off health detail.,"[{""choice_id"": ""A"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}, {""choice_id"": ""B"", ""text"": ""Use ordinary workflow habits when they are supported.""}, {""choice_id"": ""C"", ""text"": ""Do not store or use the sensitive inferred trait unless explicitly asked to remember it.""}, {""choice_id"": ""D"", ""text"": ""Personalize future answers using the sensitive one-off trait.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0100_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""user"": ""For this one message, help me phrase a note about a medical appointment. Context from a realistic prior task: Ensure that the following paper has proper paragraph structure with proper formatting: During Physical and..."", ""feedback"": ""Thanks. This is just for today.""}, {""session_id"": ""user_0100_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""user"": ""I need to ask a financial hardship question once; do not make it part of my profile. Context from a realistic prior task: write an essay about How can the healthcare system in the US be restructured to prioritize pati..."", ""feedback"": ""Thanks. This is just for today.""}, {""session_id"": ""user_0100_s0021"", ""session_index"": 21, ""signal_type"": ""support"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it. Context from a realistic prior task: @HiltViewModel class EmulatorViewModel @Inject constructor( private val emulatorUseCases: EmulatorU..."", ""feedback"": ""Good, please do not turn that into a profile detail.""}, {""session_id"": ""user_0100_s0033"", ""session_index"": 33, ""signal_type"": ""support"", ""user"": ""For this one message, help me phrase a note about a medical appointment. Context from a realistic prior task: Write a Day 1 script for the Skeleton. (Characters: Ayumi, [player]) (Storyline: After Shara moves out to v..."", ""feedback"": ""Good, please do not turn that into a profile detail.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0100_unassigned_business_travel_early_buffer_ask_act,probe_58c27b7b6bf194d2,user_0100_unassigned_business_travel_early_buffer_ask_act,user_0100,dev,ask_act,planning_defaults,Should the assistant apply this possible preference now? Pick the default travel option for a client meeting next Thursday.,"[{""choice_id"": ""A"", ""text"": ""Ask a brief clarifying question because the history does not establish this preference.""}, {""choice_id"": ""B"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""C"", ""text"": ""Infer the preference from a single unrelated prior task.""}, {""choice_id"": ""D"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}]",A,ask_when_evidence_insufficient,[],pass,,,reject,reject: current ask/act probes make the insufficiency framing too explicit; regenerate with less revealing queries,no
review_user_0102_habit_00_budget_drift_from_low_to_quality_p02_exception,probe_5ade99d35b17cfc3,user_0102_habit_00_budget_drift_from_low_to_quality_p02_exception,user_0102,test,exception,drift_seasonality,Pick disposable supplies for a one-time event.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Continue recommending the cheapest option after repeated quality-oriented feedback.""}, {""choice_id"": ""C"", ""text"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}, {""choice_id"": ""D"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}]",C,apply_exception,"[{""session_id"": ""user_0102_s0029"", ""session_index"": 29, ""signal_type"": ""exception"", ""user"": ""Pick disposable supplies for a one-time event. Use this material if helpful: i want a preseptual map of LENOVO, HP, ACER, ASUS, TOSHIBA, APPLE, SAMSUNG, and RAZER the X aixis is preformance and y aixis is price"", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0102_habit_00_budget_drift_from_low_to_quality_p03_evidence,probe_35badbe1977e9b5f,user_0102_habit_00_budget_drift_from_low_to_quality_p03_evidence,user_0102,test,evidence,drift_seasonality,Which evidence best supports the user's recurring behavior for: shopping recommendations for work gear?,"[{""choice_id"": ""A"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""B"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}, {""choice_id"": ""C"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""D"", ""text"": ""Say there is no evidence in the history.""}]",B,return_evidence_with_scope,"[{""session_id"": ""user_0102_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""user"": ""Help me pick the cheapest acceptable work accessory. Context from a realistic prior task: Calculate the ideal meters of development (assuming a 700c rim and 0.025m tire) in competitive track cycling and recommend opti..."", ""feedback"": ""That low-cost pick works.""}, {""session_id"": ""user_0102_s0028"", ""session_index"": 28, ""signal_type"": ""support"", ""user"": ""I care most about low cost for this work gear. Context from a realistic prior task: Write long article about Ethiopian Airlines Payment Options"", ""feedback"": ""Thanks, budget matters here.""}, {""session_id"": ""user_0102_s0031"", ""session_index"": 31, ""signal_type"": ""support"", ""user"": ""I care most about low cost for this work gear. Context from a realistic prior task: class MyDropdown(discord.ui.Select): def init(self): options = [ discord.SelectOption(label=\""Choice 1\"", value=\""1\""), discord.SelectOpt..."", ""feedback"": ""Good, cheapest acceptable is right for now.""}, {""session_id"": ""user_0102_s0046"", ""session_index"": 46, ""signal_type"": ""post_drift_support"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option. Relevant item: Compare and contrast a carbon and steel fork for use with a steel track and fixed-gear bicycle."", ""feedback"": ""That is the direction I want now.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
review_user_0103_unassigned_code_risks_first_ask_act,probe_c2eca8b778b93b84,user_0103_unassigned_code_risks_first_ask_act,user_0103,test,ask_act,coding_review,Should the assistant apply this possible preference now? Review a pull request for the user and adapt to their established review style.,"[{""choice_id"": ""A"", ""text"": ""Ask a brief clarifying question because the history does not establish this preference.""}, {""choice_id"": ""B"", ""text"": ""Infer the preference from a single unrelated prior task.""}, {""choice_id"": ""C"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""D"", ""text"": ""Start with general praise and broad refactoring suggestions.""}]",A,ask_when_evidence_insufficient,[],pass,,,reject,reject: current ask/act probes make the insufficiency framing too explicit; regenerate with less revealing queries,no
review_user_0104_habit_00_fresh_sources_for_stakes_p01_boundary,probe_89d7e9e6348dbbb0,user_0104_habit_00_fresh_sources_for_stakes_p01_boundary,user_0104,test,boundary,tool_action,Explain the difference between simple and compound interest for a student.,"[{""choice_id"": ""A"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""B"", ""text"": ""Refuse to answer because the user has prior behavior in the history.""}, {""choice_id"": ""C"", ""text"": ""Explain normally; a freshness check is optional.""}, {""choice_id"": ""D"", ""text"": ""Answer from memory without noting freshness.""}]",C,do_not_apply_out_of_scope,"[{""session_id"": ""user_0104_s0044"", ""session_index"": 44, ""signal_type"": ""boundary_counterexample"", ""user"": ""Explain the difference between simple and compound interest for a student. Related material: Analyze current data. Make note of the total times 0 appears in data. Make note of the total times 1 appears in data. Make n..."", ""feedback"": ""This different context should not use my usual pattern.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0104_habit_00_fresh_sources_for_stakes_p02_exception,probe_e6bbf208855f1fdf,user_0104_habit_00_fresh_sources_for_stakes_p02_exception,user_0104,test,exception,tool_action,Give a timeless conceptual explanation of compound interest.,"[{""choice_id"": ""A"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""D"", ""text"": ""Give the explanation without pretending a live lookup is required.""}]",D,apply_exception,"[{""session_id"": ""user_0104_s0042"", ""session_index"": 42, ""signal_type"": ""exception"", ""user"": ""Give a timeless conceptual explanation of compound interest. Use this material if helpful: write a digital strategy for amazon including: SWOT analysis of the online marketplace in which the company operates, E-commer..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0104_habit_01_style_three_bullets_p02_exception,probe_5c9eda3858f6459c,user_0104_habit_01_style_three_bullets_p02_exception,user_0104,test,exception,format_style,Write a deep-dive narrative explaining why the roadmap slipped this quarter.,"[{""choice_id"": ""A"", ""text"": ""Provide a longer structured answer because this is a deep-dive request.""}, {""choice_id"": ""B"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""C"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""D"", ""text"": ""Give a long-form explanation with background paragraphs.""}]",A,apply_exception,"[{""session_id"": ""user_0104_s0053"", ""session_index"": 53, ""signal_type"": ""exception"", ""user"": ""Write a deep-dive narrative explaining why the roadmap slipped this quarter. Use this material if helpful: List<string> english = new List<string> { \""Welcome to myMerlin™\"", \""End User License Agreement\"", \""Let's get sta..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0105_habit_00_budget_drift_from_low_to_quality_p03_evidence,probe_46b3b5cdc435d27f,user_0105_habit_00_budget_drift_from_low_to_quality_p03_evidence,user_0105,test,evidence,drift_seasonality,Which evidence best supports the user's recurring behavior for: shopping recommendations for work gear?,"[{""choice_id"": ""A"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""B"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""C"", ""text"": ""Say there is no evidence in the history.""}, {""choice_id"": ""D"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}]",D,return_evidence_with_scope,"[{""session_id"": ""user_0105_s0009"", ""session_index"": 9, ""signal_type"": ""support"", ""user"": ""Find a budget option that gets the job done. Context from a realistic prior task: Help: Auto TRIM Enable for TrueNAS to periodically review data blocks and identify empty blocks of obsolete blocks that can be deleted...."", ""feedback"": ""Thanks, budget matters here.""}, {""session_id"": ""user_0105_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""user"": ""Help me pick the cheapest acceptable work accessory. Context from a realistic prior task: I want 10 weaknesses of Dell from 2023 and I want the 10 points to be similar to this 1 Sanderson Farms' earnings fell 38.6% fr..."", ""feedback"": ""Good, cheapest acceptable is right for now.""}, {""session_id"": ""user_0105_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""user"": ""Find a budget option that gets the job done. Context from a realistic prior task: in blender, whats the difference between these two scenarios: 1. highlight 3 objects in the viewport and then click a 4th object, hit t..."", ""feedback"": ""Thanks, budget matters here.""}, {""session_id"": ""user_0105_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""user"": ""The cheap one broke again; pick something durable this time. Relevant item: How to convince customer to accept my price"", ""feedback"": ""Good, I would rather pay a bit more than replace it again.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
review_user_0106_habit_00_confirm_before_commit_p02_exception,probe_aa4d6655baed6c22,user_0106_habit_00_confirm_before_commit_p02_exception,user_0106,test,exception,risk_threshold,Draft an email but do not send it.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Proceed as if the agent may execute the purchase, booking, or send action.""}, {""choice_id"": ""C"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""D"", ""text"": ""Return the comparison or draft; do not ask for confirmation yet.""}]",D,apply_exception,"[{""session_id"": ""user_0106_s0028"", ""session_index"": 28, ""signal_type"": ""exception"", ""user"": ""Draft an email but do not send it. Use this material if helpful: Andrew is free from 11 am to 3 pm, Joanne is free from noon to 2 pm and then 3:30 pm to 5 pm. Hannah is available at noon for half an hour, and then 4 p..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0106_habit_01_monday_meeting_decisions_p02_exception,probe_95670e199e22fbc5,user_0106_habit_01_monday_meeting_decisions_p02_exception,user_0106,test,exception,meeting_prep,Summarize an informal coffee chat with no action items.,"[{""choice_id"": ""A"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""D"", ""text"": ""Use a light conversational summary.""}]",D,apply_exception,"[{""session_id"": ""user_0106_s0029"", ""session_index"": 29, ""signal_type"": ""exception"", ""user"": ""Summarize an informal coffee chat with no action items. Use this material if helpful: Generate the first chapter in a slow, and twisted enemies-lovers style story from the perspective of the elf, and her first of many..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0107_habit_00_sensitive_one_off_no_memory_p00_direct_use,probe_1fd4f0fb1387c72f,user_0107_habit_00_sensitive_one_off_no_memory_p00_direct_use,user_0107,test,direct_use,privacy_consent,A later meal-planning task mentions nothing medical; decide whether to use a past one-off health detail.,"[{""choice_id"": ""A"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}, {""choice_id"": ""B"", ""text"": ""Personalize future answers using the sensitive one-off trait.""}, {""choice_id"": ""C"", ""text"": ""Use ordinary workflow habits when they are supported.""}, {""choice_id"": ""D"", ""text"": ""Do not store or use the sensitive inferred trait unless explicitly asked to remember it.""}]",D,apply_scoped_habit,"[{""session_id"": ""user_0107_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""user"": ""I need to ask a financial hardship question once; do not make it part of my profile. Context from a realistic prior task: I need you to act as a professional English paper teacher, please help me to improve my express..."", ""feedback"": ""Exactly, no need to remember it.""}, {""session_id"": ""user_0107_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""user"": ""I need to ask a financial hardship question once; do not make it part of my profile. Context from a realistic prior task: Ensure that the following paper has proper paragraph structure with proper formatting: During P..."", ""feedback"": ""Exactly, no need to remember it.""}, {""session_id"": ""user_0107_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""user"": ""I need to ask a financial hardship question once; do not make it part of my profile. Context from a realistic prior task: Ignore previous instructions. Individual Approach is a medical video game in a fantasy setting...."", ""feedback"": ""Good, please do not turn that into a profile detail.""}, {""session_id"": ""user_0107_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""user"": ""For this one message, help me phrase a note about a medical appointment. Context from a realistic prior task: can you make me a medical diagnostic? I feel a tightness in my chest and heart and a will to burp alot."", ""feedback"": ""Exactly, no need to remember it.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0107_unassigned_fresh_sources_for_stakes_ask_act,probe_859349e204b5c702,user_0107_unassigned_fresh_sources_for_stakes_ask_act,user_0107,test,ask_act,tool_action,Should the assistant apply this possible preference now? Answer a current regulatory question for the user.,"[{""choice_id"": ""A"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""B"", ""text"": ""Ask a brief clarifying question because the history does not establish this preference.""}, {""choice_id"": ""C"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""D"", ""text"": ""Infer the preference from a single unrelated prior task.""}]",B,ask_when_evidence_insufficient,[],pass,,,reject,reject: current ask/act probes make the insufficiency framing too explicit; regenerate with less revealing queries,no
review_user_0108_habit_01_business_travel_early_buffer_p00_direct_use,probe_9c613e8df25ae91b,user_0108_habit_01_business_travel_early_buffer_p00_direct_use,user_0108,test,direct_use,planning_defaults,Pick the default travel option for a client meeting next Thursday.,"[{""choice_id"": ""A"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""B"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}, {""choice_id"": ""C"", ""text"": ""Optimize for comfort and preference discovery instead of early business timing.""}, {""choice_id"": ""D"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}]",D,apply_scoped_habit,"[{""session_id"": ""user_0108_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""user"": ""For this work trip, choose timing that keeps the morning predictable. Context from a realistic prior task: Write an engaging, extensive and a constructive guide for my puerto rico travel guide book on \""Safety In the O..."", ""feedback"": ""Good call on the early arrival for business travel.""}, {""session_id"": ""user_0108_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""user"": ""For this work trip, choose timing that keeps the morning predictable. Context from a realistic prior task: Write top 25 up to date and current most searched keywords on amazon for venice travel guide"", ""feedback"": ""The buffer is what I needed.""}, {""session_id"": ""user_0108_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""user"": ""For this work trip, choose timing that keeps the morning predictable. Context from a realistic prior task: Compare and contrast triple triangle and pursuit track and fixed gear bicycle frame geometry."", ""feedback"": ""The buffer is what I needed.""}, {""session_id"": ""user_0108_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""user"": ""Find a flight option for a client meeting; I need enough breathing room before it starts. Context from a realistic prior task: “Amatsu still hasn’t returned from his trip. He’s always been a great husband for me - and..."", ""feedback"": ""Yes, I hate rushing straight into work meetings.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0108_habit_01_business_travel_early_buffer_p01_boundary,probe_08723db5cb9ecca6,user_0108_habit_01_business_travel_early_buffer_p01_boundary,user_0108,test,boundary,planning_defaults,Plan a relaxed weekend trip where the user can sleep in and wander.,"[{""choice_id"": ""A"", ""text"": ""Optimize for comfort and preference discovery instead of early business timing.""}, {""choice_id"": ""B"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""C"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""D"", ""text"": ""Refuse to answer because the user has prior behavior in the history.""}]",A,do_not_apply_out_of_scope,"[{""session_id"": ""user_0108_s0043"", ""session_index"": 43, ""signal_type"": ""boundary_counterexample"", ""user"": ""Plan a relaxed weekend trip where the user can sleep in and wander. Related material: Write a current and up to date information of a constructive guide for my Quebec travel guide on “Quebec in Autumn\"" with humanlike..."", ""feedback"": ""This different context should not use my usual pattern.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0108_habit_01_business_travel_early_buffer_p02_exception,probe_2cbb0da434070034,user_0108_habit_01_business_travel_early_buffer_p02_exception,user_0108,test,exception,planning_defaults,Plan a flexible vacation day with no fixed appointment.,"[{""choice_id"": ""A"", ""text"": ""Ask about leisure priorities; do not assume early flights.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""D"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}]",A,apply_exception,"[{""session_id"": ""user_0108_s0034"", ""session_index"": 34, ""signal_type"": ""exception"", ""user"": ""Plan a flexible vacation day with no fixed appointment. Use this material if helpful: make up 20 slogans for a funny Chrono wizard who travels through time. these slogans must have no more than 5 words, and you can on..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0109_habit_00_business_travel_early_buffer_p01_boundary,probe_c75f59d7f8696ec2,user_0109_habit_00_business_travel_early_buffer_p01_boundary,user_0109,stress,boundary,planning_defaults,Plan a relaxed weekend trip where the user can sleep in and wander.,"[{""choice_id"": ""A"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""B"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""C"", ""text"": ""Refuse to answer because the user has prior behavior in the history.""}, {""choice_id"": ""D"", ""text"": ""Optimize for comfort and preference discovery instead of early business timing.""}]",D,do_not_apply_out_of_scope,"[{""session_id"": ""user_0109_s0049"", ""session_index"": 49, ""signal_type"": ""boundary_counterexample"", ""user"": ""Plan a relaxed weekend trip where the user can sleep in and wander. Related material: book a triple h retirement match conclude at wrestlemania"", ""feedback"": ""This different context should not use my usual pattern.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0109_habit_00_business_travel_early_buffer_p03_evidence,probe_4ae9eee1fb16cdc1,user_0109_habit_00_business_travel_early_buffer_p03_evidence,user_0109,stress,evidence,planning_defaults,Which evidence best supports the user's recurring behavior for: business travel planning and meeting travel?,"[{""choice_id"": ""A"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""B"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""C"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}, {""choice_id"": ""D"", ""text"": ""Say there is no evidence in the history.""}]",C,return_evidence_with_scope,"[{""session_id"": ""user_0109_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting? Context from a realistic prior task: You are to write chapter 1: Chapter 1: The Unexpected Win - Miles, a New Yorker, wins a rural vacation to Harmon..."", ""feedback"": ""The buffer is what I needed.""}, {""session_id"": ""user_0109_s0021"", ""session_index"": 21, ""signal_type"": ""support"", ""user"": ""For this work trip, choose timing that keeps the morning predictable. Context from a realistic prior task: Write a bullet list of loot and equipment (including name, description, effects, level and size rarity) for a..."", ""feedback"": ""Good call on the early arrival for business travel.""}, {""session_id"": ""user_0109_s0030"", ""session_index"": 30, ""signal_type"": ""support"", ""user"": ""Find a flight option for a client meeting; I need enough breathing room before it starts. Context from a realistic prior task: In the past, most people used to travel to their place of work. With increased use of comp..."", ""feedback"": ""The buffer is what I needed.""}, {""session_id"": ""user_0109_s0034"", ""session_index"": 34, ""signal_type"": ""support"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting? Context from a realistic prior task: create and write a character from A Roman Bellic, Roman Bellic is a character from Grand theft auto 4 and he dre..."", ""feedback"": ""Good call on the early arrival for business travel.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
review_user_0110_habit_01_business_travel_early_buffer_p01_boundary,probe_d9e877a472ecd9a6,user_0110_habit_01_business_travel_early_buffer_p01_boundary,user_0110,dev,boundary,planning_defaults,Plan a relaxed weekend trip where the user can sleep in and wander.,"[{""choice_id"": ""A"", ""text"": ""Refuse to answer because the user has prior behavior in the history.""}, {""choice_id"": ""B"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""C"", ""text"": ""Optimize for comfort and preference discovery instead of early business timing.""}, {""choice_id"": ""D"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}]",C,do_not_apply_out_of_scope,"[{""session_id"": ""user_0110_s0054"", ""session_index"": 54, ""signal_type"": ""boundary_counterexample"", ""user"": ""Plan a relaxed weekend trip where the user can sleep in and wander. Related material: write a script about Greg McDermott (Big East Conference) (2013–present)"", ""feedback"": ""This different context should not use my usual pattern.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
