domain,conversation_id,cluster_id,quality_score,habit_tags_json,sanitized_task_preview
finance,acs-7ff54b77-52e3-4580-a45b-9cf0dbb37e22-1,8,0.7331,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",My credit card bill shows an error Let me know company's new lower rates thank you very much
finance,acs-ed408862-9fe3-466a-8c10-cd6d56bff94e-1,22,0.7419,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I have an error on my credit card bill Thank you very much for your help First clear my bill issues
finance,acs-800ebfae-ed6e-4c73-962c-5a2440147903-1,26,0.8425,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",i was watching tv and saw a new comercial from this bank and i want to know the new lower rates i saw in the comercial i want that charge remove if you can please a charge from amazon prime membership 99.99 on april 12 [number]
finance,acs-efb18e6a-da32-45e4-93c0-551f436d2520-1,9,0.6004,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","Hi - First, I'm trying to determine my account balance. Yes - I need to order checks. No - that's all. Thank you."
finance,acs-a492117b-f194-4b1b-86fc-79c82a0c9524-1,13,0.3873,"[""finance_minimal_pii_secure_verification""]","85, Five way building, Newly new film street, Washington ,DC"
finance,acs-f249c466-7cb9-48fc-8b36-653bb80bfb8a-1,25,0.5252,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","ok ,while it take much time to change ya i need a help Alex ya sure, 548 grand river view apartment ,chennai"
finance,acs-f9d8bd9f-66b0-4f95-9113-f57e03e29255-1,10,0.6681,"[""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]","Do you provide the housing loan for my account ? How much you will give the limitation? Need to know about company's new lower rates in a commercial [number], Newway building, Newly new film street, Washington ,DC"
finance,acs-c329823a-605c-40e1-8081-bedbe4262810-1,13,0.4121,"[""finance_minimal_pii_secure_verification""]","[number], Vasantham colony, new film street, Washington ,DC"
finance,acs-471f4ffe-80a2-43f6-b62e-1a7fe38f1f63-1,13,0.5296,"[""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]","825,Rainbow colony, Newly new film street, Washington ,DC Thanks Sam.. No more"
finance,acs-2c333d33-7ebd-4907-a032-1a00274b9b5e-1,11,0.534,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","Yes. The date of the charge was 6/5/18 around 1PM and it was in the amount of $15.00 Okay great. What do I do next? Hi, I have a question about my credit card bill."
finance,acs-1a254aa9-3859-47ae-b5a4-9e7567463de7-1,23,0.6048,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",NO-12 KARA NATHIK-65
finance,acs-e3bc772f-defa-4d64-b954-47e16ed1db9e-1,16,0.4742,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","[number] Williams St. Patchogue, NY [number]"
finance,acs-e2486235-20ca-4f0a-b8e0-efe5e6cae0ff-1,9,0.4646,"[""finance_minimal_pii_secure_verification""]","I want to inquire whether the companies new lower rates shown in commercial ava. to me ? Daulat ganj, New delhi"
finance,acs-a1966a12-e2f8-4482-bcf6-c63fecb918a4-1,7,0.5946,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I WANT TO CHECK MY ACCOUNT HAVE A GREAT DAY A/C NO-[number]
finance,acs-c56b158a-7ce4-48b4-8534-a078f849c1bd-1,13,0.3931,"[""finance_minimal_pii_secure_verification""]","thank you. nothing else 1/25, frank street, USA"
finance,acs-7e58e9a4-e89b-4b9b-8184-0d804680edcc-1,14,0.5515,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",Date of charged 05/16/[number] and amount is 10 Dollars I got excess of $10 on my last month credit card bill. It is really frustrated You are awesome Spencer!
finance,acs-706da9ac-9418-49ef-b2fd-733609cb8cc3-1,13,0.7506,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I have an error on my credit card bill I should know company's new lower rates Thank you for your co-operation
finance,acs-75bebc8d-733f-4df3-9c5d-061ee9e037ab-1,16,0.5048,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","New Market, Bhopal"
finance,acs-12337b62-2878-4ff5-a157-cd99e478c83f-1,20,0.4319,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",NO-78 SARTH YUMA-65
finance,acs-5547f76c-fd21-419b-91c2-e89fd72828bb-1,21,0.4931,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",NO-34 OTTA NAGAR KAYHUM-5 OK THANKS AGAIN
finance,acs-243e496a-496c-4efb-a65c-358f01d3fbf1-1,13,0.6398,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",I have got an error in my credit card bill It occurs in last month bill Have a nice day Bye
finance,acs-1caa4f12-1470-4965-bc45-eb13284729e6-1,17,0.3873,"[""finance_minimal_pii_secure_verification""]",NO - 85/88 BERU ROAD BARA CA - 65 THANK YOU SO MUCH
finance,acs-5dfcfd81-a22d-44e1-ad6d-81d69d5488ba-1,10,0.5975,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","Thank you for your help Rory Can you help you with that? 101 South Valley drive, Camillus, Ny [number]"
finance,acs-97967805-fc8a-4395-be20-189cd0fc53fe-1,6,0.5508,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",NO-63 KOLAM NAGER NATA-96
finance,acs-b35e29e7-1e56-4cc3-b134-a1da25a55e41-1,13,0.6777,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",Yes. Need one more to resolve the issues Report an error in My credit card bill charged amount is $65. Date : 05/17/[number] Time : 1:30 PM
finance,acs-dee5aff7-1676-4ced-adf5-6d85beb7088f-1,3,0.5829,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Yes.. need to order the 3 Nos Check books form my account need to check balance my saving account
finance,acs-e4c67cf6-30fa-4757-9af8-c4b08f58f46e-1,10,0.5631,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",Yes your work is good Thank you very much Have a great day
finance,acs-8532fd8e-fd07-4916-84bd-a24432f8d40f-1,7,0.3873,"[""finance_minimal_pii_secure_verification""]",NO - 85/89 BAMA ROAD BEEMA CH-99 THANK YOU SO MUCH
finance,acs-8350b196-3248-4ccd-9083-782f0db5da8c-1,19,0.3027,"[""finance_minimal_pii_secure_verification""]","1/745, salamon street, UK"
finance,acs-a005c117-7752-4214-8129-eee4c5b6a965-1,5,0.7025,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Two days back my husband deposited the $[number] to my account. I need to know the status of current balance.? That's fine. My side over. Thank you Riley! This is Monika!
finance,acs-f5e89096-3085-415b-a1b7-5832b33ffed0-1,4,0.7462,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I want to transfer money from one account to another I want to check my account balance can you check my orders
finance,acs-31ef6b6f-8674-4d52-b054-019e525c8908-1,19,0.655,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",want to transfer to some another bank account I want to transfer money to another account I want to transfer money to another account
finance,acs-e534ea25-8c04-453b-a2ab-6b8516ba73e9-1,27,0.4683,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I want do transfer money to another account
finance,acs-1b875933-1488-454e-adc6-3f3fe78586ba-1,29,0.4727,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",Please help to transfer money from my account to another From my account [number] to other account no [number]
finance,acs-c1dd4b42-1ad6-4d5b-8003-4011a398cfac-1,21,0.701,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","Hi I would like to transfer 300 dollars from savings into checking Last 4 of savings is [number], checking is [number] Can I change the previous amount?"
finance,acs-c5999ab5-fb70-4a91-b83b-ebd3531e0fe9-1,23,0.6112,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",i want to transfer money from one account to another thats the correct one
finance,acs-4b711680-f0cb-4cd6-9c42-83cb6909f280-1,20,0.704,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I would like to close my account. Could you please help me with that? Thank you so much for your help Jamie But I want to close my account
finance,acs-1e1948f1-8280-48b4-b09f-df7609532b01-1,8,0.5392,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I want to check my account balance. Could you help me please? Thank you for your help Rory
finance,acs-e69d2eb6-409d-4ebc-a4b8-00beb3c31380-1,24,0.5004,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE REPORT MY CREDIT CARD CHARGE RMOVED THANK YOU SO MUCH
finance,acs-a5c6810a-738d-4c4b-84dc-9cdb90e6c104-1,23,0.8498,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",I Requested to you. Please take care of this type of error in my future statement. It will very help full for my time saving. I received Last Month credit card bill. In this bill have some error amount. I need to reverse it. Thank you for your help.
finance,acs-5b774b03-a72e-48b6-8fff-cee3c6e3a858-1,23,0.5267,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I NEED TRANSFER MONEY FROM ONE A/C TO ANOTHER A/C OK THANK YOU NO THANK BYEE
finance,acs-1a507746-3f4a-48ef-b906-c1151968f3c1-1,27,0.5223,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I HAVE TRANSFER MONEY FORM MY ACCOUNT TO ANOTHER OK THANK YOU SO MUCH OK THANKS BYE
finance,acs-939dbc03-9c3b-440a-9697-dee7e65af323-1,12,0.8075,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","I want to know if the new lower rates I saw in a commercial are available to me? I need to have a charge removed from my card [number] lakke way lane, mew york , ny [number]"
finance,acs-598b3a6c-d7e4-49e6-afef-cd19a5a712d1-1,1,0.6331,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE MU CREDIT CARD CHARGED REMOVED OK THANK YOU SO MUCH BYE OK THANK YOU SO MUCH BYE
finance,acs-8e0419cb-0d95-4ce5-b51c-b48443cc57eb-1,24,0.4902,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD CHARGE BILL REMOVED OK THANK YOU NO THANK BYEE
finance,acs-f12ab889-fcd5-4883-87b0-439a1433eed1-1,18,0.6267,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","Hi, I would like to check the balance of my checking account. Yes. Can I transfer $100 of that to my savings account? Nope that's it! Thank you."
finance,acs-4c1356a4-ef04-431a-9b00-cbf4dce77cbe-1,11,0.6646,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",transfer money from my account to another account can you pls check my account balance I got your message .. Thanks..
finance,acs-23c4a13b-69c3-429e-ae41-70577a74b111-1,2,0.7812,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_credit_loan_cautious_no_commitment""]","can you tell me about the company's new lower rates. I saw in a commercial are available to me my credit card was charged extra amount 15/65, dany street, UK"
finance,acs-f6d979b2-523b-4f1e-8517-c2cc38659b51-1,28,0.4873,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","Hi, Need to transfer money from my account to another account Superb Drew thanks My account [number] & other [number]"
finance,acs-3b75a537-57e6-4b78-a677-e65b19df2d4e-1,8,0.669,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I have an error my credit card bill Okay thank you
finance,acs-b7a56e4d-9a7e-403e-834c-11718c4cbf30-1,22,0.5129,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","I HAVE CHECK MY ACCOUNT NO THANKS , THANK YOU SO MUCH BYE"
finance,acs-c911df95-c1d4-4139-bea3-3fbac66541a1-1,26,0.55,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD CHARGE BILL REMOVED NO THANK BYEE
finance,acs-d9997f12-7f7b-4250-ac3f-6aeee121920d-1,28,0.5529,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",Need your help to resolve Report an error in My credit card bill charged amount is $175. Date : 05/22/[number] Time : 4:30 PM .. Payment paid for Ebay
finance,acs-3aeaae8f-0db5-46aa-af26-2b077efe14a2-1,7,0.6544,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",GM I noticed an error on my latest statement. There is a charge of 105.25 that is not mine. so do i
finance,acs-89e991be-90bf-4ea7-a0f9-089d7dce1b1b-1,8,0.5573,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",i have transfer money from my account to another ok thank yoy no thanks bye
finance,acs-8592fbf5-ec83-49ed-a0c6-6cf9bb898ea4-1,17,0.6325,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_payment_status_latest_check""]",Two days back i requested to close my account. Now i need to know the closing status of my account? thank you Charlie! This is Mary
finance,acs-2f5531d4-3d3e-4631-bcd8-729ae7218220-1,17,0.7112,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I would like check my account balance I want transfer money to another account
finance,acs-197c5d39-3327-4342-ad52-99901eac3248-1,19,0.4062,"[""finance_minimal_pii_secure_verification""]",I need to close the my account. Thank you for your help. Please tell me the procedure of account closing. ?
finance,acs-157c0423-42cd-4588-920b-6326dfeef700-1,26,0.669,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",My credit card bill shows an error Thank you So much
finance,acs-995be160-eb7c-4de7-a868-676b6bfd7be7-1,12,0.4698,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I HAVE TRANSFER MONEY FORM MY ACCOUNT TO ANOTHER OK THANK YOU SO MUCH BYE
finance,acs-a41e3493-e678-4d0d-9544-d4d620020c28-1,23,0.5704,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I NEED TRANSFER MONEY FROM ONE A/C TO OTHER A/C OK THANK YOU NO THANK BYEE
finance,acs-fec56889-62c5-40ec-9b29-5efb67924b80-1,29,0.7375,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",i would like to transfer money to another account I want check my account balance Thank you for your help
finance,acs-21b48551-707b-4dc1-8d84-67799a2a6a98-1,3,0.6121,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",Hi.. Can you please check my account balance Yes.. Need one more help Need to order check books
finance,acs-0fa4d7b7-06ab-49a7-af54-c320343514f0-1,13,0.5427,"[""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",Great job done for me
finance,acs-53d6daeb-0c6f-4cfe-9b98-46d1b0f6de52-1,18,0.5077,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD CHARGED REMOVED OK THANK YOU SO MUCH BYE OK THANK YOU SO MUCH
finance,acs-3fa75f08-9cf8-40e2-a849-69747cc56d6a-1,17,0.6004,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",i have transfer money from my account to another ok thank you
finance,acs-733a56cd-4625-4615-a575-b1ae560af3ad-1,10,0.6244,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I am fine.. Need your support to transfer money from my account to another transfer money from my account to another My account [number] & other account [number]
finance,acs-fea9daa5-18c8-46a3-af85-d9f20a0453c6-1,8,0.5325,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",IHAVE TRANSFER MONEY ONE A/C TO ANOTHER A/C OK THANK YOU NO THANK BYEE
finance,acs-ee355c55-26d8-4cf5-94ec-e35dcc574e86-1,18,0.6296,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I NEED TRANSFER MONEY TO ANOTHER A/C HII. I HAVE CHECK MY A/C BALANCE OK THANK YOU SO MUCH BYEE
finance,acs-8bfc389e-64b5-4350-9be3-47f3205e208b-1,3,0.5704,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I HAVE TRANSFER MONEY FORM MY ACCOUNT ANOTHER OK THANK YOU SO MUCH BYE OK THANK YOU BYE
finance,acs-ba1b52b3-a5f2-4b92-ac7b-5a0821d3354a-1,19,0.6515,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",i have report credit card charge removed ok thank you so much ok thank you so much
finance,acs-3f998477-e5a0-4fbb-8c50-2acbb79efba5-1,22,0.5421,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]","i have check my account no thanks ,thank you so much bye"
finance,acs-0eb04c67-06ce-4f57-bfc1-f7d07d541477-1,10,0.8425,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_credit_loan_cautious_no_commitment"", ""finance_payment_status_latest_check""]","Can you tell me about, if the company's new lower rates.., saw in a commercial are available to me My credit card was charged some extra amount if the company's new lower rates. i saw in a commercial are available to me"
finance,acs-f786ad36-0dfb-4203-9377-a000bb6892d7-1,1,0.4231,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I NEED TRANSFER MONEY ONE A/C TO ANOTHER A/C
finance,acs-d4ed0e0f-f08d-4ac5-8adb-2f4446dd585f-1,26,0.5865,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I NNED TRANSFER MONEY FROM ONE A/C TO ANOTHER A/C NO THANK BYEE
finance,acs-b3456042-960d-4d4f-9bfd-9b2ca82b9abb-1,0,0.599,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I want to check my account balance Can you check my orders oh thank you
finance,acs-ca7531a3-3832-481a-a9ed-c72e0e77a938-1,24,0.6375,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",Its all cleared Why are you starting repeat My credit card bill shows an error Thank you for you help
finance,acs-540d94eb-def6-4182-9033-44a81b7dd43d-1,23,0.5135,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",i have transfer money from my account to another ok thank you no thanks bye
finance,acs-14b6d399-4e2f-46c1-85a5-2566077ffce6-1,7,0.5237,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I NEED TO TRANSFER MONEY ANOTHER A/C OK. THANK YOU NO THANK BYEE
finance,acs-99213f3e-588d-42f3-811f-1b9da4d8056a-1,10,0.5844,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I NEED CHECK MY A/C BALANCE OK THANK YOU SO MUCH NO THANK BYEE
finance,acs-a195b6bb-a20d-41c9-b83a-e21534078e32-1,21,0.4873,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",transfer money from my account to another account Ok ... Now I got the message about that No .thanks buddy
finance,acs-e7f58378-cbe5-4059-9221-bcbac51bd49c-1,23,0.7448,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I want to report an error in your credit card bill I want to report an error in your credit card bill are you there
finance,acs-fde1c192-fab4-4cce-9347-ee11b48acb97-1,13,0.5348,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I want to check my account balance
finance,acs-c8180955-109e-4782-bdad-b4cecb66f6e8-1,1,0.5567,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Please check my account balance Thank you Jamie for your immediate support
finance,acs-07085cb5-14a5-49db-991f-337ba4ee2062-1,13,0.7506,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Very good morning i need a help from you I want transfer money to another account I want to check my account balance
finance,acs-0609ca12-2ae2-4847-9124-3bb16cc78157-1,2,0.5785,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","I HAVE CHEACK MY BALANCE NO THANKS , THANK YOU SO MUCH BYE OK THANK YOU SO MUCH"
finance,acs-a632849b-880b-46fe-b86f-1926a9a4de25-1,8,0.51,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Please check my account balance No..Thanking you
finance,acs-40fa5b9e-119d-44f4-b335-1f15895419ab-1,4,0.5587,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","I HAVE TRANSFER MONEY FORM ONE ACCOUNT TO ANOTHER. NO THANKS , THANK YOU SO MUCH BYE OK THANK YOU SO MUCH BYE"
finance,acs-5e27aedb-4e8e-4a12-a9fb-32c263a527e0-1,17,0.7244,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","Hi, I want to check my account balance Transfer $100 money from [number] to [number] I need checks"
finance,acs-348dc974-7edd-46ba-9bc4-0690e9ff85ca-1,20,0.5946,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",i have lost my credit card ok thank you so much no thanks bye
finance,acs-0ed12ee7-d8c1-4f52-b0ad-e30f6e8cc98a-1,21,0.24,"[""finance_confirm_money_movement""]",I want to transfer my money from one account to another account
finance,acs-cc2d4911-61bc-4211-8d0d-48f2730d6557-1,19,0.7506,"[""finance_confirm_money_movement"", ""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","Ok, Great, I want close my account so kindly transfer my balance amount to another account I want to check my account balance"
finance,acs-9b0a6a77-adf9-41f3-9682-0374e61e513b-1,1,0.7331,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]","thank you sir ,yes one more thing ,i need to transfer money from one of my accounts to other. please transfer fund from my first account to the second one i just need to know my banks routing number"
finance,acs-dad9af69-0cf5-4766-8b75-a85f7b6435ae-1,13,0.7637,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_credit_loan_cautious_no_commitment"", ""finance_payment_status_latest_check""]","thanks, I want to transfer $[number] from one account to another one account mean my current balance check account I want to check my account balance"
finance,acs-9ea7b1c2-fd89-4939-a14c-7842b2ce7f21-1,0,0.6558,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",Yesterday i transfer $[number] to charity account. May i know transaction status for $[number]? Nothing Rory. Thank you for your update. Have a great day. This is sim
finance,acs-4aa65393-d883-4478-ba5e-8cdb14181cc8-1,12,0.5713,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I would like to check my checking account balance. That is all.
finance,acs-5d603fb6-05e8-4faf-aca7-47685ae35b22-1,12,0.6077,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",i have lost my credit card no thank you so much bye ok thank you so much
finance,acs-c0393a07-808d-42d1-970b-a07a5d7e37db-1,7,0.5902,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","i have lost my credit card no thanks, thank you so much bye"
finance,acs-1e7ecb14-87a9-404b-8994-e8ccea1f7824-1,6,0.6427,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I need to transfer the some money charity. Have a good day. This is Tom
finance,acs-45c9fb30-e286-425a-bbea-de88c977c290-1,15,0.6652,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","from my savings to my checking account. Do you have my account information? and i need to transfer $45, not $50, sorry for the confusion I would like to transfer some money between my accounts"
finance,acs-9b1f7d44-95fd-4fc6-b27d-3e67f9aa11c6-1,23,0.5844,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I want to transfer money from my account to another Yes.. I got message from your bank...Thank you My account no [number] & other [number]
finance,acs-f7e4d281-cbfd-40f5-b0b0-ca1fc3b8d193-1,11,0.72,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I need to check my account balance.. I WANT TO TRANSFER MY MONEY NO THANKING YOU
finance,acs-8242b785-d71c-4b1d-8ebf-979906e78f7f-1,17,0.585,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I HAVE TRANSFER MONEY FROM ONE A/C TO ANOTHER A/C OK.THANK YOU NO THANK BYEE
finance,acs-59765a79-1af0-4808-b54b-e7622660b21a-1,17,0.7112,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",May i know the current balance in my account# [number] I need to transfer $[number] to my partner account# No Problem. Nothing my side.
finance,acs-8a18bf43-6d2e-441a-9cdf-68a0ce799d99-1,29,0.5281,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",Need your support to transfer the money My Account no [number] & other end no [number]
finance,acs-f1fb6d36-1ca2-4296-8536-857076e28194-1,25,0.5887,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I HAVE CHECK MY BALANCE I HAVE CHEAK MY BALANCE OK THANK YOU SO MUCH BYE
finance,acs-5d6dd01f-de3f-4684-b1f8-32de58795d3f-1,19,0.7083,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",i would like to check my account balance great can i transfer [number] to another account? that would be great
